Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	lnL
30298	0.3037584	0.0561943	0.0635458	0.0760881	0.0831335	0.0660824	0.0697684	0.0658966	-255153.134
30300	0.3625036	0.0632985	0.0767183	0.0591711	0.0688595	0.0539835	0.0577892	0.0586160	-255146.805
30302	0.3166287	0.0564176	0.0709080	0.0707078	0.0796783	0.0654719	0.0679619	0.0604151	-255151.208
30304	0.2851268	0.0508045	0.0612483	0.0785199	0.0884815	0.0733583	0.0754706	0.0727656	-255148.240
30306	0.2752280	0.0500133	0.0574607	0.0764244	0.0943139	0.0727675	0.0763347	0.0775621	-255149.730
30308	0.3257655	0.0598271	0.0726326	0.0635924	0.0759459	0.0608310	0.0664375	0.0648391	-255148.726
30310	0.2754385	0.0505845	0.0607087	0.0784718	0.0906850	0.0778049	0.0749761	0.0713911	-255150.228
30312	0.3456932	0.0621220	0.0736231	0.0644322	0.0738427	0.0558789	0.0610513	0.0581322	-255147.760
30314	0.3127020	0.0538684	0.0648834	0.0664328	0.0810859	0.0636358	0.0674924	0.0653268	-255149.498
30316	0.3233254	0.0556985	0.0708560	0.0674668	0.0784217	0.0615449	0.0652749	0.0666792	-255145.996
30318	0.3233254	0.0556985	0.0708560	0.0674668	0.0784217	0.0583723	0.0652749	0.0611564	-255146.821
30320	0.3610014	0.0649467	0.0791126	0.0604257	0.0702372	0.0504194	0.0584624	0.0547738	-255148.007
30322	0.3548845	0.0603776	0.0791126	0.0604257	0.0702372	0.0540988	0.0584624	0.0573057	-255146.110
30324	0.3548845	0.0603776	0.0791126	0.0604257	0.0710335	0.0582660	0.0584624	0.0616935	-255148.189
30326	0.3052298	0.0549872	0.0652500	0.0702557	0.0808850	0.0677447	0.0679731	0.0663158	-255147.819
30328	0.3052298	0.0549872	0.0689006	0.0702557	0.0808850	0.0690322	0.0697929	0.0705144	-255148.506
30330	0.2985570	0.0511242	0.0689006	0.0749453	0.0835267	0.0647699	0.0697929	0.0705144	-255147.809
30332	0.3382393	0.0579192	0.0737359	0.0639684	0.0737273	0.0571711	0.0608122	0.0622416	-255146.691
30334	0.3083381	0.0527990	0.0672175	0.0701718	0.0772091	0.0627153	0.0710134	0.0682775	-255149.277
30336	0.2941292	0.0527990	0.0641534	0.0743467	0.0804839	0.0673563	0.0710134	0.0726489	-255148.378
30338	0.3551639	0.0641489	0.0779440	0.0636226	0.0662439	0.0554389	0.0584490	0.0564618	-255150.542
30340	0.3665647	0.0603762	0.0812805	0.0605298	0.0710566	0.0563323	0.0558857	0.0564618	-255150.444
30342	0.3083236	0.0524736	0.0706418	0.0725651	0.0805126	0.0599960	0.0683236	0.0649649	-255148.589
30344	0.3083236	0.0547325	0.0681358	0.0694144	0.0835829	0.0662943	0.0683236	0.0708244	-255147.576
30346	0.3377837	0.0564033	0.0739663	0.0631185	0.0769944	0.0610686	0.0634123	0.0626696	-255147.852
30348	0.2814241	0.0485686	0.0629801	0.0741289	0.0904253	0.0717214	0.0744739	0.0736017	-255145.985
30350	0.3378140	0.0583004	0.0774808	0.0617548	0.0707777	0.0599474	0.0620423	0.0613157	-255147.970
30352	0.3279889	0.0549846	0.0732048	0.0641451	0.0706071	0.0634490	0.0656663	0.0648972	-255152.498
30354	0.3279889	0.0582438	0.0732048	0.0641451	0.0731558	0.0580214	0.0632363	0.0648972	-255147.418
30356	0.3279889	0.0582438	0.0732048	0.0629529	0.0795309	0.0531331	0.0632776	0.0648972	-255151.439
30358	0.2930274	0.0520354	0.0660666	0.0738007	0.0826835	0.0615095	0.0708273	0.0726402	-255148.333
30360	0.3324946	0.0576137	0.0696892	0.0666552	0.0776477	0.0607164	0.0639696	0.0640172	-255148.163
30362	0.3540583	0.0622765	0.0797133	0.0604613	0.0704324	0.0550744	0.0610649	0.0580685	-255146.064
30364	0.3212312	0.0545909	0.0723225	0.0691287	0.0776300	0.0607025	0.0644029	0.0640026	-255146.756
30366	0.3212312	0.0545909	0.0723225	0.0679287	0.0776300	0.0607025	0.0672245	0.0640026	-255146.413
30368	0.3212312	0.0591059	0.0723225	0.0679287	0.0776300	0.0607025	0.0662989	0.0606272	-255148.658
30370	0.3142733	0.0578256	0.0707560	0.0660138	0.0793487	0.0620465	0.0656342	0.0619695	-255149.112
30372	0.3611417	0.0631660	0.0799201	0.0579450	0.0700579	0.0537063	0.0584880	0.0567303	-255145.389
30374	0.3677829	0.0632381	0.0800114	0.0578789	0.0699779	0.0536450	0.0584212	0.0581433	-255146.508
30376	0.3562220	0.0595434	0.0773025	0.0584027	0.0668756	0.0491313	0.0595788	0.0581433	-255153.174
30378	0.3283668	0.0583873	0.0701619	0.0643465	0.0785274	0.0592530	0.0656423	0.0640608	-255147.250
30380	0.3491192	0.0630018	0.0780215	0.0630468	0.0700599	0.0534437	0.0613963	0.0599170	-255147.356
30382	0.3053319	0.0550999	0.0682359	0.0656935	0.0847602	0.0672233	0.0702010	0.0685097	-255150.492
30384	0.3635823	0.0613705	0.0793918	0.0607011	0.0698555	0.0503502	0.0578566	0.0564626	-255147.571
30386	0.3635823	0.0643735	0.0793918	0.0607011	0.0698555	0.0544232	0.0578566	0.0564626	-255145.547
30388	0.2911661	0.0515519	0.0635790	0.0727150	0.0872294	0.0679588	0.0722462	0.0676472	-255146.648
30390	0.3162841	0.0559992	0.0690638	0.0657381	0.0780913	0.0630123	0.0649258	0.0669451	-255147.428
30392	0.3707930	0.0646460	0.0797279	0.0558283	0.0655613	0.0545839	0.0582958	0.0582192	-255149.159
30394	0.3581348	0.0624391	0.0770062	0.0592886	0.0699755	0.0565132	0.0603563	0.0562763	-255147.002
30396	0.3546998	0.0624391	0.0770062	0.0590655	0.0685062	0.0565132	0.0603563	0.0594524	-255146.861
30398	0.2824244	0.0515369	0.0616980	0.0767739	0.0885522	0.0684681	0.0731241	0.0745306	-255146.708
30400	0.2884625	0.0515369	0.0655629	0.0725965	0.0862069	0.0684681	0.0749261	0.0700357	-255147.335
30402	0.2902335	0.0515369	0.0615443	0.0725965	0.0862069	0.0684681	0.0713791	0.0670970	-255149.589
30404	0.3632184	0.0644969	0.0770208	0.0580090	0.0688845	0.0547101	0.0570362	0.0595173	-255148.263
30406	0.3236678	0.0583495	0.0696798	0.0668975	0.0761418	0.0567416	0.0669350	0.0657877	-255148.723
30408	0.2904573	0.0523625	0.0669595	0.0745465	0.0848477	0.0697713	0.0712892	0.0733098	-255147.896
30410	0.3049187	0.0512173	0.0674418	0.0682736	0.0842410	0.0650542	0.0707794	0.0678523	-255147.511
30412	0.3567237	0.0639243	0.0789000	0.0605489	0.0688352	0.0556068	0.0589568	0.0579985	-255145.341
30414	0.3567237	0.0639243	0.0789000	0.0605489	0.0688352	0.0517473	0.0589568	0.0579985	-255146.213
30416	0.3181259	0.0570077	0.0703629	0.0657275	0.0794400	0.0580258	0.0651709	0.0650354	-255146.866
30418	0.3245097	0.0570077	0.0703629	0.0657275	0.0747349	0.0577559	0.0630775	0.0650354	-255148.305
30420	0.3245097	0.0593049	0.0720880	0.0657275	0.0811802	0.0577559	0.0648400	0.0650354	-255148.496
30422	0.3473445	0.0665033	0.0783621	0.0637213	0.0746805	0.0572096	0.0596486	0.0598283	-255152.260
30424	0.2804811	0.0528341	0.0649396	0.0802073	0.0895314	0.0705933	0.0750808	0.0707076	-255152.325
30426	0.2951967	0.0531992	0.0661052	0.0729733	0.0850811	0.0611573	0.0728376	0.0704300	-255147.805
30428	0.3357109	0.0560161	0.0731417	0.0678740	0.0786949	0.0546542	0.0650147	0.0628657	-255152.477
30430	0.3149577	0.0525444	0.0708686	0.0675004	0.0819980	0.0617956	0.0677435	0.0655044	-255147.008
30432	0.3403503	0.0606074	0.0765823	0.0645634	0.0766224	0.0571852	0.0609382	0.0606172	-255146.974
30434	0.3403503	0.0577578	0.0733517	0.0645634	0.0717922	0.0567195	0.0639821	0.0601285	-255148.075
30436	0.3463979	0.0608019	0.0763894	0.0601444	0.0703602	0.0588140	0.0628121	0.0633044	-255149.816
30438	0.3394859	0.0608019	0.0763894	0.0663076	0.0741468	0.0588140	0.0628121	0.0598876	-255147.432
30440	0.2958379	0.0511463	0.0665679	0.0715959	0.0850864	0.0674914	0.0718963	0.0707203	-255145.430
30442	0.3593872	0.0621331	0.0800159	0.0589358	0.0700409	0.0511036	0.0591831	0.0581965	-255146.313
30444	0.3245831	0.0595491	0.0718564	0.0652553	0.0818915	0.0642285	0.0655292	0.0644367	-255150.225
30446	0.3141982	0.0565242	0.0722344	0.0696865	0.0771527	0.0595731	0.0682800	0.0644367	-255148.460
30448	0.3696846	0.0652338	0.0789765	0.0574611	0.0643849	0.0516192	0.0576132	0.0558335	-255148.221
30450	0.3122745	0.0596113	0.0679207	0.0702979	0.0767380	0.0646014	0.0651362	0.0649218	-255152.782
30452	0.2798665	0.0507911	0.0608719	0.0784383	0.0873892	0.0715539	0.0753440	0.0765261	-255147.231
30454	0.2793813	0.0507911	0.0608719	0.0760023	0.0873892	0.0715539	0.0786269	0.0765261	-255149.825
30456	0.2728199	0.0507911	0.0627932	0.0800070	0.0873892	0.0662627	0.0786269	0.0718148	-255153.153
30458	0.3389328	0.0578069	0.0746896	0.0644007	0.0736940	0.0592534	0.0632898	0.0607233	-255145.743
30460	0.3389328	0.0578069	0.0746896	0.0694840	0.0736940	0.0592534	0.0620496	0.0607233	-255150.869
30462	0.2891488	0.0497854	0.0643254	0.0777878	0.0870827	0.0688003	0.0743252	0.0705071	-255146.920
30464	0.2964863	0.0510488	0.0659577	0.0725481	0.0849275	0.0670977	0.0724858	0.0687622	-255145.585
30466	0.3463712	0.0604084	0.0780509	0.0613075	0.0717689	0.0567016	0.0612549	0.0581082	-255145.529
30468	0.2908416	0.0507238	0.0628581	0.0749791	0.0854716	0.0675275	0.0741127	0.0692026	-255146.436
30470	0.3018310	0.0508953	0.0645928	0.0714495	0.0851836	0.0672999	0.0714067	0.0689695	-255147.261
30472	0.3626738	0.0619352	0.0787575	0.0579422	0.0697322	0.0578973	0.0584231	0.0593335	-255147.757
30474	0.2945435	0.0503003	0.0639625	0.0756435	0.0836309	0.0712894	0.0719368	0.0714467	-255147.618
30476	0.3116772	0.0561981	0.0684721	0.0671390	0.0806429	0.0618470	0.0693666	0.0660048	-255146.897
30478	0.3116772	0.0535555	0.0678452	0.0676617	0.0812374	0.0658904	0.0666720	0.0660048	-255146.607
30480	0.2705689	0.0481901	0.0603720	0.0764900	0.0954469	0.0678163	0.0783338	0.0775500	-255147.826
30482	0.3081724	0.0536837	0.0707339	0.0686626	0.0794624	0.0608765	0.0703177	0.0663688	-255147.974
30484	0.2738805	0.0504642	0.0608911	0.0730521	0.0929110	0.0684987	0.0744315	0.0786684	-255152.551
30486	0.3367020	0.0608789	0.0734576	0.0623740	0.0749097	0.0567805	0.0616983	0.0639091	-255147.250
30488	0.3281229	0.0580000	0.0736770	0.0617614	0.0758096	0.0563984	0.0647608	0.0608041	-255148.811
30490	0.3371618	0.0580000	0.0736770	0.0656156	0.0796875	0.0612706	0.0609984	0.0608041	-255150.498
30492	0.3371618	0.0580000	0.0736770	0.0654304	0.0771776	0.0572155	0.0593057	0.0608041	-255151.223
30494	0.2950393	0.0505539	0.0663003	0.0725868	0.0834474	0.0656427	0.0709748	0.0697599	-255145.512
30496	0.2950393	0.0499138	0.0663003	0.0725868	0.0863903	0.0656427	0.0709748	0.0697599	-255145.878
30498	0.3396345	0.0607142	0.0763215	0.0630559	0.0724603	0.0570236	0.0616556	0.0606002	-255145.323
30500	0.2854155	0.0510218	0.0641376	0.0750344	0.0862252	0.0685362	0.0764669	0.0721121	-255147.470
30502	0.2758108	0.0501068	0.0604046	0.0764046	0.0881052	0.0652822	0.0755565	0.0734290	-255148.646
30504	0.3234687	0.0575352	0.0688571	0.0665399	0.0767298	0.0568535	0.0640744	0.0672718	-255149.219
30506	0.2885156	0.0522579	0.0643894	0.0724037	0.0881065	0.0652832	0.0735747	0.0725119	-255146.698
30508	0.3490750	0.0616500	0.0759619	0.0613733	0.0706216	0.0593237	0.0605701	0.0566848	-255147.196
30510	0.3534690	0.0601340	0.0795858	0.0602770	0.0706216	0.0518813	0.0588790	0.0611617	-255148.027
30512	0.3440344	0.0601340	0.0795858	0.0602770	0.0730790	0.0572460	0.0611522	0.0611617	-255147.087
30514	0.3440344	0.0577538	0.0733610	0.0631782	0.0767188	0.0572460	0.0611522	0.0611617	-255148.346
30516	0.3363162	0.0572202	0.0765635	0.0631782	0.0722883	0.0572460	0.0621089	0.0611617	-255146.653
30518	0.3394014	0.0594997	0.0765635	0.0653284	0.0761116	0.0614856	0.0621089	0.0611617	-255147.498
30520	0.2968456	0.0525232	0.0678341	0.0746938	0.0848993	0.0683215	0.0710128	0.0699298	-255146.762
30522	0.2778116	0.0491554	0.0595284	0.0797761	0.0907161	0.0730025	0.0758782	0.0747210	-255146.382
30524	0.2644866	0.0487310	0.0596246	0.0788542	0.0935292	0.0752663	0.0803322	0.0770381	-255147.359
30526	0.3172477	0.0544836	0.0679560	0.0696992	0.0779745	0.0627489	0.0669722	0.0627254	-255147.464
30528	0.3048140	0.0536932	0.0652927	0.0713028	0.0811552	0.0583092	0.0707847	0.0682695	-255149.085
30530	0.3490091	0.0615005	0.0763593	0.0636825	0.0668878	0.0572746	0.0588560	0.0630730	-255152.413
30532	0.3155850	0.0556107	0.0723481	0.0646809	0.0777066	0.0633406	0.0659559	0.0697532	-255150.180
30534	0.3188904	0.0556107	0.0673985	0.0646809	0.0827658	0.0645185	0.0659559	0.0697532	-255152.518
30536	0.3178446	0.0583668	0.0690040	0.0631760	0.0782680	0.0661621	0.0667012	0.0643951	-255150.927
30538	0.3392457	0.0622967	0.0736502	0.0629805	0.0733306	0.0637124	0.0612705	0.0603328	-255149.407
30540	0.3096580	0.0544374	0.0672267	0.0689983	0.0803373	0.0612529	0.0694269	0.0660976	-255146.032
30542	0.3345779	0.0565984	0.0755228	0.0638592	0.0746563	0.0623053	0.0642558	0.0611745	-255147.294
30544	0.3077382	0.0539483	0.0673409	0.0708058	0.0811675	0.0643938	0.0662902	0.0665099	-255146.888
30546	0.3124724	0.0572620	0.0700997	0.0676696	0.0799377	0.0634182	0.0674130	0.0623639	-255147.916
30548	0.3559220	0.0612553	0.0772440	0.0603681	0.0725443	0.0575526	0.0593346	0.0565959	-255146.642
30550	0.3484874	0.0616397	0.0772440	0.0624822	0.0725443	0.0575526	0.0593346	0.0610759	-255146.125
30552	0.3517002	0.0616397	0.0807716	0.0594221	0.0697597	0.0532593	0.0593346	0.0581624	-255146.895
30554	0.3437864	0.0602528	0.0758836	0.0636284	0.0701031	0.0610726	0.0632919	0.0595012	-255148.856
30556	0.3383396	0.0561333	0.0750250	0.0636284	0.0741852	0.0551346	0.0632919	0.0595012	-255147.887
30558	0.3342550	0.0581084	0.0735257	0.0658201	0.0741852	0.0608029	0.0632919	0.0590564	-255146.841
30560	0.3066277	0.0557313	0.0674485	0.0692683	0.0808693	0.0601206	0.0689946	0.0643774	-255147.792
30562	0.3156633	0.0557313	0.0691221	0.0692683	0.0775994	0.0601206	0.0668095	0.0676927	-255146.269
30564	0.3109201	0.0527600	0.0691221	0.0665936	0.0820253	0.0601206	0.0668095	0.0676927	-255147.788
30566	0.3774566	0.0645503	0.0803225	0.0586291	0.0705875	0.0517372	0.0557448	0.0553396	-255148.788
30568	0.3208540	0.0564465	0.0702385	0.0670463	0.0761102	0.0616710	0.0637480	0.0632846	-255147.115
30570	0.2798659	0.0521084	0.0621139	0.0793721	0.0860656	0.0697376	0.0741299	0.0715623	-255149.333
30572	0.3212014	0.0559265	0.0712880	0.0691577	0.0749898	0.0607631	0.0645901	0.0623530	-255147.594
30574	0.3510311	0.0634176	0.0779084	0.0623716	0.0713670	0.0585116	0.0591014	0.0570544	-255147.030
30576	0.3055395	0.0501719	0.0678120	0.0716581	0.0819928	0.0672234	0.0677471	0.0655491	-255149.273
30578	0.3055395	0.0527743	0.0678120	0.0716581	0.0819928	0.0738161	0.0649045	0.0710038	-255157.754
30580	0.3478659	0.0648061	0.0772059	0.0593822	0.0720163	0.0575646	0.0582433	0.0576666	-255150.297
30582	0.2944389	0.0501475	0.0632177	0.0725217	0.0843463	0.0657118	0.0711308	0.0730457	-255147.093
30584	0.2988532	0.0542950	0.0690671	0.0729838	0.0825506	0.0647412	0.0693871	0.0663715	-255148.037
30586	0.3061906	0.0514984	0.0645691	0.0707586	0.0825506	0.0647412	0.0711568	0.0663715	-255148.751
30588	0.2981615	0.0537236	0.0672213	0.0686182	0.0865110	0.0664846	0.0716998	0.0681588	-255148.225
30590	0.2940107	0.0505563	0.0672213	0.0737066	0.0865110	0.0654908	0.0716998	0.0658750	-255148.215
30592	0.3040338	0.0527329	0.0683608	0.0724781	0.0826447	0.0643992	0.0709257	0.0692172	-255146.343
30594	0.3040338	0.0527329	0.0683608	0.0691559	0.0779362	0.0664274	0.0693711	0.0634308	-255150.285
30596	0.3081740	0.0527329	0.0709770	0.0651607	0.0842296	0.0664274	0.0693711	0.0634308	-255152.647
30598	0.3010970	0.0527329	0.0709770	0.0728624	0.0842296	0.0664274	0.0693711	0.0688753	-255148.449
30600	0.3010970	0.0544000	0.0709770	0.0700333	0.0826298	0.0581169	0.0722457	0.0653895	-255154.561
30602	0.3465055	0.0612917	0.0764589	0.0621587	0.0703686	0.0562272	0.0614693	0.0625134	-255146.682
30604	0.3428847	0.0576552	0.0764589	0.0621587	0.0763694	0.0561800	0.0614693	0.0625134	-255147.637
30606	0.3428847	0.0571479	0.0764589	0.0621587	0.0723650	0.0561800	0.0624972	0.0570000	-255148.729
30608	0.2965879	0.0522054	0.0653756	0.0740551	0.0862149	0.0669322	0.0702664	0.0716817	-255145.977
30610	0.2902255	0.0501144	0.0639732	0.0756786	0.0909008	0.0683995	0.0718068	0.0732531	-255147.451
30612	0.3291531	0.0568362	0.0725538	0.0667284	0.0755553	0.0603102	0.0633145	0.0615424	-255145.781
30614	0.3291531	0.0568362	0.0725538	0.0706547	0.0755553	0.0603102	0.0633145	0.0615424	-255149.657
30616	0.3672743	0.0616251	0.0821979	0.0595397	0.0672730	0.0532341	0.0571834	0.0572406	-255146.311
30618	0.3228688	0.0571457	0.0704251	0.0648672	0.0752624	0.0621332	0.0639856	0.0628619	-255147.240
30620	0.2776461	0.0492680	0.0631482	0.0752862	0.0898694	0.0741920	0.0749931	0.0750621	-255146.712
30622	0.3082069	0.0535122	0.0685881	0.0693150	0.0827416	0.0598316	0.0690452	0.0691087	-255146.581
30624	0.3600038	0.0625054	0.0773621	0.0593420	0.0688442	0.0515853	0.0591111	0.0591654	-255146.968
30626	0.3600038	0.0659710	0.0776440	0.0565681	0.0705988	0.0550188	0.0591111	0.0607411	-255150.516
30628	0.3600038	0.0626292	0.0776440	0.0565681	0.0705988	0.0550188	0.0591111	0.0572871	-255147.703
30630	0.3600038	0.0626292	0.0802455	0.0565681	0.0705988	0.0510500	0.0591111	0.0572871	-255148.164
30632	0.3093980	0.0569508	0.0689654	0.0697324	0.0854493	0.0593999	0.0687794	0.0666571	-255149.758
30634	0.3046971	0.0536079	0.0689654	0.0697324	0.0831924	0.0677755	0.0687794	0.0693851	-255146.396
30636	0.3122720	0.0504864	0.0689654	0.0702016	0.0831924	0.0677755	0.0687794	0.0656962	-255150.663
30638	0.3435909	0.0590589	0.0787284	0.0604045	0.0766089	0.0583170	0.0620925	0.0639870	-255150.931
30640	0.3408672	0.0590589	0.0746848	0.0604045	0.0753059	0.0595522	0.0620925	0.0582872	-255147.921
30642	0.3626720	0.0607658	0.0787383	0.0587078	0.0731906	0.0529359	0.0593916	0.0566500	-255148.790
30644	0.3626720	0.0657447	0.0787383	0.0587078	0.0722354	0.0566890	0.0582151	0.0566500	-255147.784
30646	0.3069716	0.0544102	0.0678593	0.0681196	0.0805114	0.0618461	0.0675479	0.0657318	-255146.473
30648	0.3487803	0.0613957	0.0765715	0.0630976	0.0745820	0.0548093	0.0598624	0.0582530	-255146.589
30650	0.3112350	0.0530286	0.0683288	0.0680724	0.0835790	0.0630803	0.0670838	0.0652802	-255146.735
30652	0.3184254	0.0553710	0.0692306	0.0671857	0.0824903	0.0622587	0.0635989	0.0644299	-255149.334
30654	0.3469096	0.0608029	0.0769031	0.0604828	0.0721911	0.0560472	0.0607103	0.0602461	-255145.211
30656	0.3469096	0.0608029	0.0769031	0.0604828	0.0721911	0.0519196	0.0631766	0.0602461	-255149.449
30658	0.3562866	0.0592424	0.0789817	0.0630116	0.0732319	0.0505532	0.0592237	0.0572808	-255150.423
30660	0.3562866	0.0621347	0.0789817	0.0631429	0.0704192	0.0577609	0.0592237	0.0581653	-255146.743
30662	0.3011484	0.0504603	0.0667104	0.0696617	0.0875830	0.0610249	0.0711551	0.0740414	-255152.303
30664	0.3590913	0.0648030	0.0785493	0.0580769	0.0671730	0.0546884	0.0586983	0.0555452	-255147.628
30666	0.2991414	0.0518899	0.0637287	0.0700760	0.0792327	0.0625567	0.0723491	0.0684627	-255150.521
30668	0.3536414	0.0607581	0.0784874	0.0630239	0.0713487	0.0529160	0.0599307	0.0618286	-255148.040
30670	0.2768044	0.0491819	0.0635332	0.0753501	0.0866408	0.0704215	0.0740370	0.0726057	-255148.534
30672	0.3146663	0.0559091	0.0689787	0.0699170	0.0798430	0.0566327	0.0651286	0.0638695	-255149.426
30674	0.3504502	0.0639936	0.0792394	0.0607436	0.0702092	0.0518610	0.0596410	0.0584881	-255147.535
30676	0.3420358	0.0595360	0.0741008	0.0659746	0.0719364	0.0586274	0.0611083	0.0599269	-255147.251
30678	0.3467350	0.0603540	0.0786118	0.0650805	0.0709615	0.0566061	0.0617736	0.0591148	-255147.539
30680	0.3544409	0.0631642	0.0768732	0.0607307	0.0702323	0.0540877	0.0590252	0.0583480	-255145.523
30682	0.3544409	0.0631642	0.0808518	0.0607307	0.0702323	0.0540877	0.0590252	0.0583480	-255145.649
30684	0.3505738	0.0599450	0.0758918	0.0588586	0.0739488	0.0540877	0.0604944	0.0583480	-255147.962
30686	0.3256577	0.0590244	0.0705499	0.0663713	0.0798313	0.0623047	0.0625963	0.0627660	-255148.846
30688	0.3701752	0.0670930	0.0801941	0.0583894	0.0702307	0.0548119	0.0562367	0.0552177	-255147.344
30690	0.3701752	0.0670930	0.0801941	0.0583894	0.0679584	0.0548119	0.0562367	0.0552127	-255146.432
30692	0.3070666	0.0528383	0.0681211	0.0687377	0.0876483	0.0640192	0.0697169	0.0710997	-255150.385
30694	0.2969379	0.0500826	0.0649011	0.0725199	0.0835514	0.0675418	0.0713562	0.0677556	-255146.486
30696	0.3378550	0.0588357	0.0744539	0.0632153	0.0766952	0.0609347	0.0622008	0.0616704	-255146.170
30698	0.2956327	0.0500431	0.0651492	0.0722437	0.0891881	0.0673471	0.0710844	0.0704782	-255147.103
30700	0.2861668	0.0500431	0.0651492	0.0743560	0.0882148	0.0673471	0.0737523	0.0704782	-255145.724
30702	0.2861668	0.0500431	0.0661052	0.0779139	0.0882148	0.0673471	0.0737523	0.0704782	-255147.512
30704	0.3235867	0.0554625	0.0732641	0.0703007	0.0762938	0.0607664	0.0665457	0.0635915	-255148.419
30706	0.3235867	0.0590377	0.0702930	0.0655000	0.0751987	0.0607664	0.0665457	0.0635915	-255147.420
30708	0.2635819	0.0490254	0.0583719	0.0827416	0.0950865	0.0784390	0.0801361	0.0765786	-255148.284
30710	0.2679494	0.0490254	0.0583719	0.0780874	0.0950865	0.0716482	0.0801361	0.0765786	-255147.437
30712	0.2656314	0.0502395	0.0583719	0.0830390	0.0925395	0.0716482	0.0801361	0.0765786	-255149.584
30714	0.3227607	0.0585626	0.0709259	0.0649681	0.0761598	0.0589663	0.0659519	0.0630241	-255146.618
30716	0.3305786	0.0546085	0.0744849	0.0684016	0.0773953	0.0589663	0.0636798	0.0630241	-255148.624
30718	0.2921123	0.0514926	0.0658178	0.0737702	0.0875869	0.0667312	0.0720653	0.0713233	-255145.334
30720	0.3683018	0.0649230	0.0829846	0.0585096	0.0658527	0.0529267	0.0585285	0.0565688	-255146.557
30722	0.3368395	0.0596991	0.0742860	0.0636294	0.0768602	0.0595321	0.0610851	0.0615188	-255146.598
30724	0.3300620	0.0564126	0.0698673	0.0636294	0.0768602	0.0595321	0.0639148	0.0615188	-255147.620
30726	0.3329739	0.0564126	0.0748067	0.0636294	0.0768602	0.0595321	0.0639148	0.0602280	-255146.609
30728	0.3068548	0.0519875	0.0689388	0.0698943	0.0834024	0.0624413	0.0693551	0.0686072	-255146.119
