Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	TL
1940	-5690.959	-5715.941	24.98188	0.0259582	0.0277947	0.0202544	0.0552703	0.0278766	0.0346343	0.0499585	0.0294476	0.00856892	0.00437565	0.0845871	0.0675563	0.0127342	0.00450421	0.0217622	0.00807469	0.0136012	0.0226612	0.0117929	0.0363113	0.0339864	0.601711
1950	-5691.314	-5716.683	25.36929	0.0265331	0.0286662	0.0185105	0.0476293	0.0483064	0.028176	0.0398051	0.0140285	0.00934943	0.0040009	0.0753945	0.0660183	0.0184347	0.00304214	0.0160973	0.0124921	0.0150975	0.0248966	0.0120018	0.0296447	0.0248454	0.5629704
1960	-5690.405	-5715.482	25.0773	0.0314555	0.0356478	0.0156057	0.044809	0.0389984	0.0442514	0.0482829	0.0191004	0.0136123	0.00658281	0.0854982	0.0662149	0.0116007	0.00736719	0.0147799	0.00979518	0.0151702	0.0139665	0.00984378	0.0371051	0.0224817	0.5921695
1970	-5687.855	-5712.914	25.05931	0.0311547	0.0393584	0.018319	0.0509136	0.0356285	0.0335769	0.05163	0.0200353	0.00863753	0.00802042	0.079117	0.0566066	0.0101982	0.00736719	0.00841826	0.00499797	0.0150155	0.0301016	0.0225498	0.0410107	0.0213109	0.5939681
1980	-5693.627	-5719.171	25.54376	0.0378639	0.0263317	0.0101238	0.0434313	0.0258472	0.0303296	0.0512711	0.0251757	0.00903656	0.00756359	0.0808001	0.047238	0.0145325	0.00226342	0.0110177	0.0078069	0.0169391	0.0223091	0.0189815	0.0330553	0.0236059	0.5455239
1990	-5688.423	-5713.75	25.32704	0.0246778	0.0341804	0.0163001	0.0602124	0.0342209	0.0264957	0.0519245	0.0224164	0.00966544	0.00657927	0.0778037	0.0567439	0.0145325	0.00579012	0.00881466	0.00310725	0.0160863	0.0135974	0.0127789	0.0398406	0.0314274	0.5671957
2000	-5693.876	-5719.211	25.33465	0.0373294	0.0280227	0.0158019	0.051763	0.0333162	0.0309122	0.050286	0.0218692	0.00742177	0.00285634	0.070652	0.0545912	0.0199699	0.0086874	0.0197095	0.00177651	0.00834818	0.0218029	0.00796606	0.0437887	0.0295632	0.5664342
2010	-5689.076	-5714.2	25.12358	0.0346534	0.0278887	0.0221414	0.0475161	0.0367596	0.0321083	0.0515466	0.0172015	0.016505	0.00411939	0.0891274	0.0537974	0.00958134	0.00713983	0.0137261	0.00581544	0.0125247	0.0188073	0.0126384	0.0443804	0.0295632	0.5875416
2020	-5687.808	-5712.872	25.06392	0.0226249	0.027796	0.0180737	0.0493981	0.0398182	0.0312513	0.0502897	0.0190289	0.0202042	0.00492904	0.0927303	0.0702588	0.0116535	0.0065582	0.0163195	0.00488518	0.0143527	0.0193037	0.0137763	0.0334251	0.0268297	0.593507
2030	-5690.854	-5715.898	25.04414	0.0401775	0.027796	0.0260021	0.0456863	0.032759	0.0381946	0.0486296	0.0201299	0.00453017	0.00456062	0.0867625	0.0555687	0.0080642	0.00709448	0.0165955	0.00786733	0.019687	0.0179401	0.0271911	0.0334251	0.026824	0.5954858
2040	-5688.241	-5713.704	25.46217	0.0353089	0.0298793	0.0204299	0.0397707	0.032759	0.0338852	0.0614109	0.0159386	0.00745687	0.00906665	0.0781471	0.0518159	0.0111292	0.00299812	0.0149476	0.0078868	0.0124957	0.0221117	0.0106674	0.0346992	0.0208771	0.5536821
2050	-5692.822	-5718.061	25.23871	0.0260377	0.0335233	0.0174994	0.0514525	0.0411731	0.0406511	0.0460715	0.018787	0.0098742	0.00725514	0.098498	0.0539467	0.0115309	0.00205118	0.0114979	0.00268429	0.00951021	0.0187102	0.0179895	0.0430161	0.0142681	0.576028
2060	-5693.148	-5718.196	25.04798	0.0322041	0.0315308	0.0222595	0.0514525	0.0306484	0.0382461	0.0542114	0.0330498	0.0111489	0.00492583	0.0603647	0.0614333	0.00957836	0.00485913	0.0127381	0.013082	0.015581	0.0185579	0.0267889	0.0334687	0.0289722	0.5951016
2070	-5688.223	-5713.551	25.32794	0.0411198	0.0257402	0.0220733	0.0525209	0.0387832	0.0259996	0.0471964	0.0238109	0.00838612	0.0050138	0.0893121	0.0448333	0.0117692	0.00115981	0.0136236	0.00493904	0.01634	0.0241824	0.0128488	0.0334687	0.0239842	0.5671053
2080	-5690.685	-5715.851	25.16583	0.0292525	0.0316547	0.016432	0.061219	0.0295569	0.0339157	0.0467079	0.0135063	0.0100093	0.00234372	0.0755535	0.0630125	0.0117692	0.00327741	0.0146938	0.00492878	0.0208551	0.0154135	0.0193598	0.0467591	0.0330952	0.583316
2090	-5688.504	-5713.556	25.05215	0.0400876	0.0372005	0.0169363	0.0474112	0.0438625	0.032719	0.045843	0.0236366	0.0102516	0.00721227	0.0825358	0.06632	0.00744542	0.00309863	0.0179339	0.00898251	0.0183331	0.0169654	0.0165855	0.0268416	0.024482	0.5946844
2100	-5688.826	-5713.957	25.13173	0.0291261	0.0333783	0.0201137	0.051479	0.0524009	0.0320166	0.0476085	0.0228281	0.00631869	0.00984492	0.0786418	0.0573783	0.0133647	0.00850731	0.0127447	0.00402381	0.0168734	0.014031	0.0135362	0.0354002	0.0271103	0.5867265
2110	-5687.899	-5713.155	25.25585	0.0274569	0.0323284	0.0201137	0.0515383	0.0396722	0.0285568	0.0466778	0.0288382	0.00697844	0.00644301	0.0682668	0.072733	0.016949	0.00383639	0.0127447	0.00698358	0.0126149	0.0191018	0.014672	0.0354259	0.0223822	0.5743142
2120	-5693.095	-5718.295	25.20051	0.028086	0.0452824	0.0239167	0.0633339	0.0381714	0.0317971	0.043635	0.026388	0.00552285	0.00504308	0.0690142	0.0503985	0.00895505	0.00344382	0.0143913	0.00185955	0.0175261	0.0277708	0.0128237	0.0340367	0.028452	0.5798482
2130	-5693.345	-5718.608	25.26332	0.0252107	0.0350474	0.0221967	0.0380236	0.0401806	0.0398088	0.042444	0.0243614	0.00700493	0.00367893	0.0898126	0.065344	0.01495	0.00543023	0.0134145	0.00984604	0.0195315	0.0166631	0.0196714	0.026366	0.0145809	0.5735673
2140	-5687.947	-5712.915	24.96764	0.0315288	0.0337222	0.0225536	0.0591535	0.03553	0.0414029	0.0562515	0.025929	0.0141059	0.00369278	0.086324	0.0576787	0.00796905	0.0105262	0.0158102	0.00504896	0.0118568	0.0230521	0.0136684	0.0256138	0.0217175	0.6031358
2150	-5690.078	-5715.334	25.25637	0.0436727	0.0284299	0.0171594	0.0544473	0.0290593	0.0377309	0.0486708	0.0201722	0.00823851	0.00548502	0.0829674	0.0506591	0.0169656	0.00920839	0.0118049	0.00158714	0.0141054	0.0139017	0.0151357	0.0359023	0.0289591	0.5742628
2160	-5690.268	-5715.49	25.22235	0.0249604	0.0237012	0.0261708	0.0404074	0.0367794	0.0306136	0.0644283	0.033058	0.00727653	0.00348805	0.0848702	0.0511046	0.00774357	0.00583333	0.0107853	0.00568881	0.0146464	0.0223152	0.0117512	0.037966	0.0340757	0.5776639
2170	-5692.092	-5717.263	25.1712	0.0254642	0.0289851	0.0171186	0.0493958	0.0258897	0.0358072	0.0559752	0.0232584	0.010839	0.00813223	0.074867	0.0782506	0.00542036	0.00406529	0.0201893	0.00826626	0.0201681	0.0180435	0.01785	0.0298237	0.0249699	0.5827794
2180	-5687.263	-5712.505	25.24192	0.023474	0.0274133	0.0206065	0.0459428	0.0386552	0.0289138	0.0532604	0.0278731	0.00865467	0.00154755	0.092516	0.0571872	0.0131043	0.00788738	0.0136149	0.00510455	0.0192159	0.014823	0.0154862	0.0285624	0.0318644	0.5757076
2190	-5688.539	-5713.906	25.36654	0.0239027	0.0357023	0.0262367	0.0587023	0.0369256	0.0355888	0.0462389	0.0242452	0.00945802	0.00854207	0.0744178	0.0567278	0.00535603	0.00286504	0.0129406	0.00644737	0.0132411	0.0145606	0.0129809	0.0333352	0.0248306	0.5632456
2200	-5688.253	-5713.648	25.39541	0.0347579	0.0295519	0.0189531	0.0464262	0.0346068	0.0295315	0.0514762	0.0264493	0.0129213	0.00655617	0.0863121	0.0515167	0.012071	0.0050298	0.0159331	0.00438263	0.00760447	0.0158703	0.0163097	0.0220444	0.032054	0.5603585
2210	-5694.333	-5719.439	25.10652	0.0216142	0.0269694	0.0249936	0.0474942	0.0380734	0.0305852	0.0444913	0.0225533	0.00537268	0.0042127	0.0805985	0.0637107	0.00879974	0.00505856	0.0177049	0.00456302	0.0141506	0.0273765	0.0112313	0.046581	0.043113	0.5892478
2220	-5687.818	-5713.061	25.24352	0.0265687	0.0240607	0.0339978	0.0554711	0.0408136	0.0312354	0.0528559	0.0198193	0.00806846	0.00257342	0.0884593	0.0560142	0.0116378	0.00870157	0.0151327	0.00447496	0.0133179	0.0154088	0.0154436	0.0286341	0.0228581	0.5755476
2230	-5693.309	-5718.276	24.96767	0.0327671	0.0306669	0.0169909	0.0443049	0.038846	0.040084	0.0452231	0.0191674	0.0147054	0.0049628	0.100668	0.0652063	0.00906226	0.00250269	0.0147933	0.0110249	0.0143192	0.0200268	0.0138509	0.0318804	0.0320788	0.603132
2240	-5689.221	-5714.13	24.90947	0.0270851	0.0343357	0.026522	0.0642546	0.0454656	0.0283165	0.0586012	0.0199485	0.00501521	0.00305645	0.0793219	0.059577	0.00845003	0.00502371	0.0109616	0.00637644	0.0182697	0.0235538	0.0184111	0.0355642	0.0308427	0.6089527
2250	-5691.483	-5716.838	25.35519	0.0329207	0.0404089	0.0193594	0.044828	0.036382	0.0291156	0.0391047	0.0234788	0.0124121	0.00143847	0.071517	0.0566937	0.0159991	0.00556296	0.0129634	0.00254855	0.0144743	0.0209485	0.0143572	0.0430959	0.0267705	0.56438
2260	-5689.626	-5714.588	24.96219	0.0228634	0.0300016	0.0199914	0.0543387	0.0359128	0.0382771	0.0558572	0.0219363	0.00841432	0.00338926	0.0716376	0.0647463	0.0147078	0.0040871	0.0206919	0.00543875	0.0145825	0.0223364	0.0117393	0.0402551	0.0424752	0.6036801
2270	-5686.056	-5711.152	25.09585	0.034217	0.0355716	0.0257753	0.050533	0.0421271	0.0338958	0.0487218	0.0188149	0.00679514	0.00447939	0.09164	0.0465569	0.00806874	0.00597019	0.0130846	0.00575464	0.0188368	0.0207285	0.0158493	0.0378489	0.025045	0.5903146
2280	-5693.085	-5718.046	24.96067	0.026553	0.0374105	0.0256358	0.0540021	0.0455957	0.0395422	0.0542433	0.0192955	0.0102948	0.00154259	0.0939386	0.062381	0.0174754	0.00528177	0.0135173	0.00575464	0.00716671	0.0208356	0.0105095	0.0364664	0.0163895	0.603832
2290	-5688.56	-5713.648	25.08769	0.0297923	0.0334652	0.0150582	0.0621242	0.0391851	0.0248485	0.0467852	0.0255536	0.00935443	0.00724392	0.0784612	0.0534986	0.0133854	0.00683387	0.0159839	0.00411722	0.0175807	0.0268504	0.0128421	0.0328969	0.0352698	0.5911308
2300	-5693.221	-5718.149	24.92734	0.0300634	0.0274607	0.0126394	0.0488893	0.037117	0.0254273	0.0566418	0.0310044	0.0123487	0.00540573	0.089174	0.0709494	0.0125863	0.0042541	0.0252151	0.00604196	0.0148782	0.0271922	0.0215634	0.0283321	0.0199805	0.6071649
2310	-5688.181	-5713.657	25.47566	0.0268457	0.0404223	0.0151963	0.0541097	0.0305691	0.0331004	0.0508192	0.0184569	0.0109537	0.00554236	0.0875718	0.0470537	0.0084278	0.00448485	0.0100048	0.00218197	0.013684	0.0189979	0.0165496	0.0254444	0.0319173	0.5523337
2320	-5685.98	-5710.941	24.96132	0.0318237	0.0340623	0.020234	0.0581213	0.0334653	0.0375684	0.0481924	0.017038	0.0109537	0.00670623	0.0861148	0.0637664	0.00844015	0.00238343	0.0116369	0.00790839	0.0133488	0.0241296	0.0173955	0.0356493	0.0348294	0.6037678
2330	-5694.014	-5719.233	25.21916	0.0289637	0.0262431	0.0180819	0.0516927	0.0358616	0.0274319	0.0503473	0.0245235	0.0109537	0.00922709	0.073485	0.0774514	0.0107266	0.00899342	0.00859636	0.00274911	0.00948077	0.0263435	0.0166164	0.0440623	0.0161518	0.577983
2340	-5689.9	-5714.851	24.95098	0.0371092	0.0273978	0.0228717	0.0542237	0.0414007	0.0336063	0.0435319	0.0165593	0.00845419	0.0039698	0.0967877	0.0561787	0.013357	0.00999756	0.0128697	0.0103772	0.0153036	0.0269027	0.0179285	0.0289137	0.0270604	0.6048014
2350	-5687.894	-5712.875	24.98124	0.0294621	0.0234939	0.0229345	0.0601435	0.0347766	0.0371954	0.0469168	0.0213926	0.0155275	0.00437771	0.0914257	0.0530956	0.0132247	0.00862106	0.0137237	0.00485123	0.0143024	0.0298118	0.0138123	0.0329419	0.0297438	0.6017751
2360	-5697.685	-5722.385	24.70021	0.0223641	0.0308118	0.0229612	0.0572998	0.0399185	0.0426174	0.0521339	0.0301715	0.0143413	0.00856791	0.0946495	0.0686112	0.0117835	0.00353071	0.0146125	0.00451466	0.0126751	0.0242291	0.028434	0.0317482	0.0139023	0.6298783
2370	-5685.655	-5710.978	25.3228	0.0336939	0.0301935	0.0204346	0.0440829	0.0313907	0.0362788	0.048533	0.0186909	0.00759142	0.00541763	0.080304	0.050593	0.0122139	0.00271544	0.0115615	0.00867577	0.0179836	0.0192539	0.0253006	0.0330871	0.0296232	0.5676195
2380	-5688.516	-5713.742	25.22596	0.0339135	0.0334506	0.0230793	0.0487052	0.0266207	0.0362788	0.0447952	0.0199698	0.0108307	0.009139	0.0870118	0.0516588	0.008243	0.00981251	0.0159761	0.00409606	0.0168482	0.0164659	0.0157068	0.0362615	0.0284399	0.5773035
2390	-5687.1	-5712.194	25.09365	0.0332757	0.0419499	0.0178398	0.0508402	0.0365457	0.036373	0.0526316	0.0309317	0.0137023	0.00379805	0.082206	0.0515955	0.00866721	0.00566734	0.0148597	0.00300527	0.0162999	0.0145432	0.0179586	0.0324296	0.0254142	0.5905344
2400	-5686.689	-5711.852	25.16308	0.0306947	0.0289755	0.0176968	0.052288	0.0385479	0.0335843	0.0491493	0.0186329	0.0118019	0.00542212	0.0768301	0.0512935	0.0123544	0.00157175	0.014923	0.00769744	0.0141462	0.0256133	0.0177246	0.0324026	0.0422414	0.5835917
2410	-5687.889	-5713.079	25.19002	0.0306668	0.0317535	0.0185537	0.0491258	0.0300716	0.0404586	0.0458818	0.0279963	0.0116959	0.00900713	0.0729118	0.065127	0.00910675	0.00565451	0.0106918	0.00377321	0.0124486	0.0237629	0.0150924	0.0435065	0.0236103	0.5808969
2420	-5691.29	-5716.375	25.08528	0.0208284	0.0300709	0.0197994	0.0453194	0.0388773	0.0331563	0.0497171	0.0277068	0.00766786	0.00959061	0.0752164	0.0632206	0.0151987	0.00548374	0.0130546	0.00377321	0.01827	0.0301691	0.0177387	0.0397658	0.0267464	0.5913713
2430	-5690.104	-5715.273	25.16962	0.0382892	0.0289571	0.0197994	0.0443595	0.0439311	0.0264246	0.0546467	0.019879	0.00776617	0.00559836	0.0675715	0.063405	0.00509956	0.00532251	0.0163312	0.0054791	0.0125868	0.0306513	0.0239501	0.0405705	0.0223186	0.5829373
2440	-5690.085	-5715.646	25.56189	0.0339034	0.0240689	0.0188751	0.0427027	0.0476575	0.0290671	0.0389072	0.0168051	0.00524616	0.00320825	0.0804802	0.0527625	0.00768224	0.00435156	0.0129587	0.0104423	0.0125868	0.0291572	0.0168987	0.0326447	0.0233043	0.5437108
2450	-5694.116	-5719.353	25.23709	0.0404108	0.0308153	0.0151452	0.0478696	0.0352059	0.0417697	0.0601935	0.0285655	0.0105172	0.00191003	0.0723845	0.0496706	0.013455	0.00255766	0.0052402	0.00450517	0.0139583	0.0173579	0.0214346	0.0300524	0.0331713	0.5761904
2460	-5687.204	-5712.49	25.2859	0.0277751	0.0337553	0.0163894	0.0572854	0.0384789	0.0313868	0.0535163	0.017645	0.0104285	0.00679041	0.0766829	0.0573246	0.010225	0.00553597	0.0132634	0.00474419	0.0183164	0.0173579	0.0159812	0.0262826	0.032144	0.5713093
2470	-5689.538	-5714.731	25.19247	0.0281591	0.0244182	0.0199159	0.0588413	0.0310635	0.0419257	0.0442144	0.0218547	0.00789774	0.00222349	0.0880993	0.0533231	0.00668443	0.00799143	0.0109541	0.0084361	0.00922238	0.0238521	0.0200793	0.0370028	0.0344937	0.5806528
2480	-5689.532	-5714.518	24.98652	0.0256719	0.0399077	0.013246	0.0516135	0.039455	0.0364717	0.0518624	0.0283698	0.0104136	0.00467215	0.080906	0.0536612	0.0149505	0.00316328	0.0180266	0.00849825	0.0162879	0.0194612	0.0198365	0.0421015	0.0226707	0.6012475
2490	-5689.983	-5714.824	24.84149	0.0290921	0.0327379	0.0142261	0.0637961	0.0345666	0.0388311	0.058939	0.0179206	0.00651253	0.00639937	0.0987013	0.0634458	0.0129325	0.00394414	0.0164797	0.00648234	0.0114107	0.012848	0.0198365	0.0407363	0.0259114	0.61575
2500	-5696.024	-5721.319	25.29531	0.0293561	0.02688	0.0163231	0.0595791	0.056519	0.036049	0.0497229	0.0214918	0.00960781	0.00360171	0.0831127	0.0469372	0.0144197	0.00152827	0.0102594	0.00567735	0.0108453	0.0186523	0.0109029	0.0368331	0.0220692	0.5703679
2510	-5687.581	-5712.951	25.36929	0.0346561	0.0273708	0.0144519	0.0539502	0.0309558	0.0336842	0.0473776	0.0233652	0.0117819	0.00112669	0.0936591	0.0637047	0.00697107	0.00296714	0.0160508	0.00549491	0.0103173	0.0185497	0.0176136	0.0292174	0.0197046	0.5629707
2520	-5685.506	-5710.836	25.33007	0.028572	0.0294446	0.0178372	0.0521914	0.0327316	0.0318969	0.0570664	0.0242454	0.0104317	0.0019636	0.0878381	0.052085	0.00720089	0.00359311	0.00813858	0.00391117	0.0152474	0.0183573	0.0158644	0.0312628	0.0370128	0.5668923
2530	-5690.7	-5715.917	25.21665	0.0327222	0.0270187	0.0212215	0.0594888	0.046219	0.0341126	0.0586291	0.0258192	0.00810267	0.00339472	0.0571072	0.0518637	0.00780504	0.00483312	0.0149267	0.00157702	0.0148234	0.0252929	0.0171853	0.0348977	0.0311939	0.5782344
2540	-5696.208	-5721.234	25.02623	0.0254792	0.0320187	0.015224	0.0494217	0.0306689	0.0310046	0.0560378	0.0283155	0.00775853	0.00756107	0.067797	0.076482	0.0133007	0.00672931	0.00856497	0.0155304	0.0178924	0.0232232	0.0157711	0.0385878	0.0299075	0.5972762
2550	-5685.875	-5711.255	25.38041	0.0332452	0.0319097	0.0188578	0.0501997	0.0427295	0.0299271	0.0409636	0.0225253	0.0150145	0.00318752	0.0894269	0.0605521	0.0075601	0.00283695	0.0145007	0.00464435	0.0100018	0.0179897	0.0108453	0.0313618	0.0235788	0.5618586
2560	-5690.704	-5715.62	24.91603	0.0301644	0.0253772	0.0209935	0.0588966	0.0334233	0.0332875	0.0549872	0.0247504	0.00903357	0.0010938	0.0800533	0.0727365	0.00869424	0.00144167	0.0123638	0.00493316	0.012582	0.0235975	0.0213455	0.0431218	0.0354194	0.6082964
2570	-5694.387	-5719.568	25.18131	0.0287097	0.0387444	0.0138109	0.0403836	0.0313899	0.0395855	0.0434103	0.0177216	0.00903357	0.00662359	0.0953251	0.059508	0.00494778	0.00598002	0.0158368	0.00594438	0.0134542	0.0169051	0.0338095	0.0335495	0.0270952	0.5817687
2580	-5686.347	-5711.592	25.24573	0.0273351	0.0363126	0.0167403	0.0527278	0.0344125	0.0354725	0.044994	0.025485	0.00787664	0.0028739	0.0989225	0.0497456	0.0124206	0.00856396	0.00939637	0.00594438	0.01499	0.019039	0.0152383	0.0335495	0.0232856	0.575326
2590	-5690.416	-5715.504	25.08833	0.028153	0.0279115	0.0126358	0.0531828	0.0493505	0.0354725	0.0544285	0.0226846	0.0116048	0.00883473	0.0834918	0.0608413	0.00878575	0.00179995	0.0084542	0.00552798	0.0184317	0.0200662	0.0181348	0.0379885	0.0232856	0.5910665
2600	-5689.432	-5714.604	25.17276	0.0269759	0.0332651	0.0218466	0.0434345	0.0507051	0.0359937	0.0476374	0.0224388	0.0118465	0.00500485	0.079726	0.0712835	0.00688573	0.0100525	0.00994633	0.00506108	0.00983171	0.0184453	0.0179694	0.0344792	0.0197944	0.5826235
2610	-5689.505	-5715.158	25.65328	0.0213838	0.0299622	0.0139328	0.0441257	0.0404414	0.026328	0.043767	0.0162781	0.0122985	0.00478576	0.0880877	0.0530552	0.00662133	0.0068927	0.0159524	0.0100428	0.0162739	0.019477	0.0142796	0.0306678	0.0199176	0.5345712
2620	-5689.533	-5714.597	25.0644	0.0300676	0.0304559	0.0226872	0.0542981	0.0405858	0.0329297	0.0543658	0.0239468	0.0137371	0.00723064	0.0852331	0.0591098	0.006163	0.00779659	0.00753497	0.0122043	0.0124766	0.0285908	0.0152483	0.0293463	0.0194505	0.593459
2630	-5688.557	-5714.262	25.70427	0.0283248	0.021275	0.0191264	0.0449984	0.032285	0.035039	0.0494906	0.0143952	0.00762883	0.00511498	0.0743767	0.0611224	0.0126688	0.00806787	0.0148974	0.00321271	0.0124766	0.0226528	0.0152483	0.0306457	0.0164249	0.5294723
2640	-5689.661	-5714.934	25.27301	0.0283699	0.0305686	0.0167596	0.0413089	0.0324716	0.0351714	0.0588626	0.0150851	0.00681969	0.00411824	0.0743767	0.0720491	0.00825183	0.00256859	0.0210692	0.00650437	0.00992429	0.0172386	0.0163168	0.0374657	0.037298	0.5725987
2650	-5687.675	-5713.221	25.54604	0.0245136	0.0199988	0.0211687	0.0465346	0.038398	0.0258298	0.0588626	0.0279363	0.00641282	0.00673827	0.0797515	0.0559622	0.0131415	0.00433525	0.015454	0.00564068	0.0106335	0.0144942	0.0155024	0.0291047	0.0248821	0.5452954
2660	-5692.16	-5717.712	25.55136	0.0273646	0.0295358	0.0189388	0.0380012	0.0392511	0.0364176	0.0458157	0.0249748	0.0111574	0.00634604	0.0834267	0.0591041	0.00767849	0.00194127	0.0135632	0.00187329	0.0204418	0.0175514	0.0187231	0.0197181	0.0229386	0.5447633
2670	-5686.618	-5711.525	24.90722	0.0326396	0.0246226	0.0199222	0.0536555	0.038541	0.0397267	0.0556841	0.0272596	0.010213	0.00436252	0.0839293	0.0587588	0.0077937	0.00545317	0.0138418	0.00957124	0.0229647	0.0186622	0.0157376	0.0336867	0.032151	0.6091771
2680	-5695.49	-5720.492	25.00224	0.0405355	0.0289791	0.0174398	0.0519744	0.0495066	0.0385511	0.0479987	0.0216695	0.0108971	0.00696882	0.0684257	0.0638323	0.0110326	0.00726444	0.0275733	0.00197472	0.0147138	0.0197087	0.0243966	0.0233414	0.0228912	0.5996752
2690	-5690.831	-5715.854	25.0229	0.0299743	0.0289791	0.0223079	0.0435473	0.0375135	0.0315342	0.0560562	0.024985	0.00482868	0.00712682	0.0928556	0.0732951	0.0144542	0.00950686	0.0143741	0.00701664	0.00766079	0.0157072	0.0209474	0.0321686	0.0227703	0.5976097
2700	-5685.112	-5710.423	25.31122	0.0341804	0.0228347	0.0193143	0.0470533	0.0391843	0.0345765	0.0677052	0.0224269	0.00769022	0.00477488	0.075735	0.0598506	0.00574166	0.00517437	0.0139224	0.0029358	0.0122254	0.0182721	0.014747	0.0376623	0.0227703	0.5687775
2710	-5687.283	-5712.416	25.13303	0.0251308	0.0306326	0.0153229	0.0498479	0.0379135	0.0389015	0.0443338	0.0224268	0.0123278	0.00737613	0.0790874	0.0562767	0.0197533	0.00448969	0.0171757	0.00393133	0.0141883	0.0237133	0.0147097	0.0408393	0.0282183	0.5865967
2720	-5687.729	-5712.888	25.15913	0.0318223	0.0282279	0.0168405	0.0460961	0.0496689	0.0294253	0.0531378	0.0178109	0.00688909	0.00329374	0.0927123	0.0626712	0.00534864	0.0051405	0.0092694	0.00846904	0.0145093	0.0211316	0.0186299	0.0317341	0.0311575	0.583986
2730	-5690.755	-5716.165	25.40945	0.0286582	0.0370452	0.0160455	0.0582828	0.0305106	0.023269	0.0496519	0.0197934	0.0112696	0.00258239	0.0746784	0.0502365	0.00745736	0.00824251	0.0194557	0.0103634	0.0118082	0.0153538	0.014917	0.0373654	0.0319676	0.5589544
2740	-5683.343	-5708.646	25.30309	0.027782	0.0363465	0.0231194	0.0457689	0.0334662	0.0318155	0.043729	0.0207353	0.00829657	0.00503945	0.0825389	0.0655455	0.0111657	0.00548923	0.013754	0.00201391	0.0121203	0.0234359	0.0157876	0.0352635	0.0263772	0.5695906
2750	-5697.126	-5722.225	25.09855	0.0408042	0.04036	0.0180131	0.044688	0.0319997	0.0443317	0.0469647	0.0288837	0.0115128	0.00331786	0.0914523	0.0666712	0.00870006	0.0042891	0.00877734	0.0020654	0.00698161	0.0231828	0.0210434	0.0300013	0.0160045	0.5900447
2760	-5687.716	-5713.057	25.34095	0.0292634	0.0326695	0.0215573	0.0565177	0.0349497	0.0326065	0.0515516	0.0197893	0.0135887	0.00610608	0.0758336	0.0552804	0.015981	0.00475866	0.018356	0.00408919	0.0111193	0.0244504	0.0150446	0.0226696	0.0196214	0.565804
2770	-5687.466	-5712.508	25.0424	0.0379527	0.0385431	0.0174485	0.0477183	0.0359993	0.0342589	0.0562556	0.0211984	0.00963349	0.00264277	0.0807305	0.056228	0.0162664	0.00322092	0.0167564	0.00536388	0.0142298	0.030495	0.0102841	0.0378224	0.022611	0.5956598
2780	-5688.875	-5714.073	25.19793	0.0277327	0.0317327	0.0201613	0.0457512	0.0296814	0.0348605	0.060331	0.0350732	0.0122771	0.00499584	0.0796054	0.0542201	0.0112093	0.00855457	0.0101769	0.0093429	0.0112556	0.0211876	0.0183953	0.0321133	0.021448	0.5801061
2790	-5688.337	-5713.646	25.30939	0.0232166	0.025542	0.0247153	0.0556931	0.0332918	0.0403989	0.0491268	0.0210606	0.0109451	0.00228382	0.0758987	0.0642578	0.00888302	0.00418978	0.0256728	0.00381292	0.00865034	0.0180934	0.0153856	0.0338969	0.0239446	0.5689599
2800	-5687.948	-5713.362	25.41385	0.0303268	0.0281055	0.0155835	0.0571809	0.0365125	0.0379742	0.0662574	0.02283	0.00818345	0.00302914	0.0795552	0.0438812	0.00735998	0.0080609	0.0136726	0.00310427	0.0118098	0.0202975	0.0115792	0.0256304	0.02758	0.5585143
2810	-5695.922	-5720.489	24.56701	0.0333019	0.0346096	0.018758	0.04985	0.0444607	0.0439941	0.0591864	0.0199796	0.0059578	0.00424643	0.0819986	0.0808057	0.0124551	0.00194112	0.0216187	0.00990599	0.013075	0.0184986	0.0218959	0.0432533	0.0234064	0.6431988
2820	-5687.524	-5712.671	25.14653	0.0326933	0.0263796	0.0222657	0.0490994	0.0381252	0.0349098	0.0535324	0.0265557	0.00897496	0.00290918	0.0990168	0.0500183	0.0109204	0.00344814	0.01693	0.00492927	0.0159497	0.0148718	0.0148359	0.0354749	0.0234064	0.5852467
2830	-5684.918	-5709.972	25.05352	0.0271925	0.0306722	0.0163977	0.0470441	0.0376447	0.0337954	0.057483	0.0213383	0.0133919	0.00613076	0.0813697	0.0630227	0.0098414	0.00282165	0.0122465	0.00468457	0.0159497	0.0280165	0.0220818	0.0376345	0.0257875	0.5945471
2840	-5687.657	-5712.584	24.92729	0.0316982	0.03408	0.0190281	0.0553582	0.0395818	0.0331662	0.0533087	0.0276033	0.00936669	0.00268917	0.0762205	0.0528845	0.0118869	0.0051191	0.0178154	0.0110479	0.0121759	0.0193921	0.0262559	0.0410103	0.0274812	0.60717
