Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	TL
7990	-5685.369	-5710.544	25.17416	0.0296196	0.0314768	0.0137958	0.0506554	0.0365337	0.0368747	0.0526133	0.0228767	0.0102871	0.00539978	0.093568	0.0738396	0.00945214	0.00709512	0.0103795	0.00376328	0.0118785	0.0177726	0.0140187	0.0288438	0.0217389	0.582483
8000	-5700.482	-5726.04	25.55765	0.0455691	0.0306222	0.0236535	0.0481866	0.0378953	0.0276085	0.0449119	0.0121482	0.0109553	0.00398359	0.0810941	0.0579164	0.0176088	0.00308378	0.0111035	0.00446632	0.00476629	0.0216456	0.0133272	0.0207828	0.0228051	0.5441342
8010	-5691.378	-5716.436	25.05748	0.0281115	0.0263737	0.0248668	0.0657357	0.0421745	0.0301119	0.0580456	0.0206103	0.00733858	0.00457404	0.0811549	0.0522287	0.0120216	0.00775121	0.01719	0.0125264	0.00920216	0.0126267	0.0157752	0.0398809	0.0258513	0.5941517
8020	-5692.798	-5717.595	24.79732	0.02071	0.036568	0.0243173	0.0566225	0.035256	0.0321587	0.0520089	0.0233855	0.0128407	0.00634401	0.0858443	0.0498734	0.0189183	0.00554352	0.0175854	0.00330321	0.0166251	0.0254316	0.01752	0.0420394	0.0372719	0.6201677
8030	-5683.245	-5708.303	25.05833	0.0369573	0.0325804	0.0189195	0.0492789	0.0386164	0.0304254	0.0609125	0.0245922	0.0104904	0.0067189	0.0858443	0.0558426	0.00942908	0.00527047	0.0130262	0.00605945	0.0122476	0.0255257	0.0128934	0.0322522	0.0261833	0.5940661
8040	-5692.844	-5717.834	24.98974	0.0436408	0.0308646	0.0308361	0.0561195	0.0391674	0.0349807	0.0468708	0.0181066	0.00885418	0.00651246	0.0791154	0.0581153	0.00734539	0.00785708	0.0149575	0.00292641	0.0138409	0.0255226	0.0139016	0.0458281	0.0155618	0.6009252
8050	-5691.488	-5716.89	25.40234	0.0275811	0.0229936	0.0145155	0.0424137	0.0300261	0.0278119	0.0622357	0.0258517	0.00522656	0.0056271	0.0788524	0.0592646	0.0114258	0.00290158	0.0090152	0.00941573	0.0170677	0.0168749	0.0191566	0.0328229	0.0385852	0.5596657
8060	-5685.592	-5710.702	25.11051	0.03043	0.0258673	0.0162254	0.0516124	0.0438263	0.0290578	0.0500647	0.020133	0.0115034	0.0056271	0.0834716	0.0724868	0.00803769	0.00974422	0.0106638	0.00566619	0.0147687	0.021386	0.0158369	0.0354135	0.0270256	0.5888485
8070	-5687.081	-5711.866	24.78509	0.0301404	0.0345368	0.0144133	0.0492617	0.0418966	0.0333755	0.0619078	0.0248892	0.0105292	0.00500863	0.0871085	0.0731683	0.0129396	0.00286892	0.01465	0.00400258	0.0180454	0.0267524	0.0190664	0.0330828	0.0237461	0.6213901
8080	-5692.473	-5717.728	25.25565	0.0228354	0.0379224	0.0157771	0.0488785	0.0345787	0.0301922	0.0576097	0.0275442	0.00949796	0.00359364	0.0714221	0.0592926	0.0098885	0.00528632	0.0177318	0.00593814	0.0081797	0.024552	0.0102348	0.0397975	0.0335815	0.5743347
8090	-5687.613	-5712.76	25.14765	0.0270321	0.0261917	0.017022	0.0514825	0.0345787	0.0403966	0.0458155	0.0199816	0.0121074	0.00319032	0.0763274	0.0578867	0.00841229	0.0040021	0.0165875	0.00467325	0.0210032	0.0235371	0.0136616	0.0397975	0.0414472	0.5851343
8100	-5697.409	-5722.551	25.14117	0.0319469	0.0251977	0.0283306	0.038481	0.0367599	0.0392692	0.0475043	0.0207965	0.00957118	0.00309466	0.0788994	0.0621297	0.0143148	0.0047451	0.0124352	0.00861375	0.0333724	0.0181805	0.0141029	0.0408392	0.0171979	0.5857827
8110	-5687.62	-5712.647	25.02623	0.0377318	0.0275699	0.0211136	0.0471417	0.0367599	0.0292906	0.0621564	0.0287273	0.0123514	0.0012477	0.072692	0.0644077	0.0102681	0.00615275	0.0126239	0.00509869	0.0163626	0.0204053	0.0179347	0.0396759	0.0275642	0.5972762
8120	-5694.219	-5719.392	25.17337	0.0314172	0.0402079	0.0204739	0.0486263	0.0343417	0.0336275	0.039031	0.0322899	0.0116354	0.0045318	0.0720839	0.0687725	0.0060758	0.0107164	0.0149341	0.00986231	0.00964099	0.0210858	0.0213373	0.0336895	0.0181811	0.5825623
8130	-5687.843	-5712.499	24.65632	0.0373038	0.0298019	0.0220817	0.0609922	0.0460796	0.0342547	0.0546343	0.0244949	0.0130158	0.00373963	0.0941779	0.0666068	0.007745	0.00642189	0.0159452	0.00942764	0.0108216	0.0192028	0.0171186	0.032558	0.027844	0.6342678
8140	-5687.465	-5712.611	25.1456	0.0324578	0.0316445	0.0178805	0.0606362	0.0301047	0.0400854	0.0482434	0.023706	0.00798677	0.00267968	0.077771	0.0622658	0.0104316	0.00441994	0.0141497	0.00309016	0.026569	0.017851	0.0162088	0.031943	0.0252146	0.5853397
8150	-5688.091	-5713.41	25.31868	0.0292071	0.022513	0.0228509	0.05041	0.0320093	0.0351069	0.0460771	0.0265522	0.0164224	0.00236049	0.0759587	0.0705577	0.00947099	0.00268067	0.0166888	0.00418042	0.00997576	0.0207164	0.0117155	0.031943	0.0306342	0.5680315
8160	-5691.659	-5717.184	25.52456	0.0355892	0.0238379	0.0145534	0.0450981	0.0502427	0.0295624	0.0454044	0.0166114	0.0128524	0.00236049	0.0800984	0.0474397	0.00858453	0.00533393	0.0137173	0.00622806	0.014608	0.0226559	0.0130451	0.0311214	0.0284983	0.5474431
8170	-5682.486	-5707.704	25.21802	0.0367055	0.028335	0.0239817	0.0540432	0.0391852	0.0326357	0.0475216	0.0210823	0.00982135	0.00289248	0.0770303	0.063998	0.0094582	0.00386959	0.0128352	0.00300696	0.0144167	0.0169002	0.0147671	0.0358769	0.0297347	0.5780977
8180	-5685.676	-5710.808	25.13273	0.0245519	0.028335	0.0201722	0.047842	0.0427057	0.0336494	0.0527912	0.0199449	0.0124008	0.00729754	0.0957161	0.063998	0.00653339	0.00589287	0.0178044	0.00369943	0.0090013	0.017767	0.0190727	0.0336415	0.0238096	0.5866268
8190	-5688.284	-5713.399	25.11477	0.0301557	0.0306563	0.0183592	0.0433145	0.0379363	0.0267842	0.0487855	0.0226988	0.0112983	0.00323964	0.104792	0.054481	0.00885624	0.0111196	0.0175216	0.00197844	0.0106713	0.0210273	0.0134183	0.0398512	0.0314772	0.5884222
8200	-5684.79	-5710.097	25.30712	0.0243887	0.0334559	0.0224015	0.0433122	0.0319223	0.0393375	0.0505932	0.0245906	0.00852979	0.0068388	0.0828062	0.0573876	0.00638545	0.00575227	0.0174062	0.00371746	0.0110035	0.0194311	0.0198699	0.0295631	0.030494	0.5691873
8210	-5688.83	-5714.246	25.41601	0.0273927	0.0198708	0.0210231	0.0467959	0.0367013	0.0328993	0.0534283	0.0281959	0.00633487	0.00250445	0.0873812	0.0624159	0.00869056	0.00252677	0.0121104	0.00192064	0.0109168	0.0274876	0.0133023	0.0372528	0.0191472	0.5582988
8220	-5688.706	-5713.88	25.17405	0.0257279	0.0282715	0.0233177	0.0514786	0.041654	0.0331377	0.0529134	0.0196853	0.0112863	0.00950143	0.0900665	0.0483515	0.0100532	0.00829162	0.0107151	0.0123755	0.0135737	0.0212971	0.0196577	0.0310666	0.0200716	0.582494
8230	-5687.432	-5712.575	25.143	0.0365954	0.0336507	0.0163802	0.045223	0.0377506	0.0353176	0.0595961	0.0203793	0.00920009	0.00337155	0.0835613	0.0483515	0.00785634	0.00906629	0.0162316	0.00408261	0.00758806	0.0233607	0.0228002	0.0393073	0.0259285	0.5855991
8240	-5686.958	-5711.958	24.99981	0.0269924	0.0267387	0.0169824	0.0552855	0.0463132	0.0339184	0.0557848	0.0211271	0.0116208	0.00141453	0.0827266	0.0674178	0.0126415	0.00446697	0.01105	0.00846792	0.0103419	0.0255821	0.0193963	0.0327088	0.0289402	0.5999181
8250	-5685.734	-5710.781	25.04724	0.029615	0.0321481	0.019501	0.0541508	0.0437749	0.0366449	0.0479917	0.0209214	0.00536364	0.00416168	0.0926157	0.0502709	0.0121851	0.003921	0.0192231	0.00552813	0.00919135	0.0243284	0.0176275	0.0333128	0.0326982	0.5951751
8260	-5683.15	-5708.599	25.44886	0.0293115	0.0321481	0.0178651	0.0518736	0.0355772	0.0306179	0.0503821	0.0232306	0.0106729	0.00511058	0.0758345	0.0522894	0.0107309	0.00500934	0.0217738	0.0045503	0.0104958	0.020443	0.0156169	0.0315273	0.0199523	0.5550131
8270	-5687.531	-5712.673	25.1417	0.0401702	0.0326415	0.0250129	0.0465352	0.0308786	0.0282943	0.0521283	0.0250673	0.00702873	0.00527745	0.0743802	0.0636134	0.0115679	0.00729449	0.0186087	0.00504911	0.013711	0.0249366	0.0157546	0.0385106	0.0192686	0.5857295
8280	-5687.891	-5713.147	25.25531	0.0344574	0.0311851	0.020258	0.048517	0.0375537	0.0270479	0.0459626	0.0196456	0.00504966	0.00540949	0.0915488	0.0466862	0.0103511	0.00813257	0.010385	0.00770931	0.0198603	0.0186483	0.0225401	0.0326873	0.0307332	0.5743686
8290	-5693.236	-5718.31	25.07481	0.043326	0.0301212	0.0171218	0.0593422	0.0423613	0.0209941	0.0506074	0.0238691	0.00688918	0.00489314	0.082414	0.0524419	0.0137581	0.00813257	0.011908	0.0063334	0.022127	0.0270377	0.0161877	0.0352083	0.0173442	0.5924182
8300	-5691.82	-5717.089	25.2689	0.0338975	0.0434915	0.00861651	0.0573793	0.0352954	0.0235445	0.0534889	0.0263782	0.00661087	0.00530977	0.0800882	0.0595291	0.0115645	0.00649826	0.012294	0.00352903	0.0105948	0.0214461	0.0148382	0.0329976	0.0256175	0.5730097
8310	-5692.236	-5717.477	25.24123	0.0371892	0.0358309	0.0231827	0.0508652	0.0344103	0.0401311	0.0397237	0.021664	0.00445719	0.00331572	0.0727257	0.0556123	0.00707102	0.0104639	0.0109061	0.00665485	0.0190451	0.0198458	0.0232007	0.0377645	0.0217169	0.5757767
8320	-5689.538	-5714.773	25.23469	0.0358723	0.0335728	0.0175696	0.0425289	0.0307681	0.0429774	0.0498325	0.0236428	0.00683896	0.00406883	0.085837	0.0605005	0.00953296	0.0135383	0.0125213	0.00290627	0.0130022	0.0165409	0.0188644	0.0379493	0.017565	0.5764301
8330	-5691.059	-5716.396	25.3363	0.0281404	0.0293747	0.0166011	0.0429608	0.0379139	0.0272969	0.0704819	0.0218391	0.00616531	0.00328513	0.0667574	0.0643835	0.0136981	0.00262831	0.0187935	0.00515509	0.0200109	0.0159837	0.0126112	0.0360121	0.0261769	0.5662698
8340	-5687.968	-5713.169	25.20048	0.0226114	0.0364039	0.0239753	0.056018	0.0385871	0.0322005	0.0521676	0.0204097	0.00752209	0.00536985	0.0846125	0.0447031	0.00998635	0.00608898	0.0188704	0.00554958	0.0120023	0.0216533	0.0199849	0.0378689	0.0232653	0.5798512
8350	-5691.453	-5716.816	25.36344	0.035404	0.0353139	0.0169443	0.0572044	0.0375663	0.0343534	0.0613323	0.0223934	0.00805354	0.0060273	0.0628427	0.0495106	0.00843188	0.00891165	0.0122251	0.00554958	0.0131921	0.0204751	0.0158179	0.0301547	0.0218515	0.5635556
8360	-5689.546	-5714.514	24.96833	0.0285241	0.0348565	0.0146681	0.0595404	0.0413646	0.0359744	0.0503695	0.0302431	0.00720717	0.00549377	0.0868764	0.0495106	0.0115346	0.0101367	0.00964288	0.00512858	0.0214381	0.0278781	0.0172331	0.0333551	0.0220909	0.6030666
8370	-5686.055	-5711.428	25.37339	0.0229828	0.0280844	0.0164534	0.0503437	0.0420811	0.0332928	0.0471609	0.0190329	0.0104336	0.00206949	0.0856185	0.0657694	0.0141264	0.00415938	0.0196921	0.00142056	0.01582	0.0208997	0.0137989	0.0284867	0.020834	0.5625606
8380	-5689.73	-5715.036	25.30619	0.0266269	0.0298195	0.0164173	0.055633	0.0551517	0.0298098	0.0470349	0.0208192	0.00595137	0.0057499	0.0750165	0.0577479	0.0149643	0.00848655	0.0115087	0.00693398	0.0152283	0.0149415	0.0205142	0.0307853	0.0201393	0.5692802
8390	-5687.306	-5712.564	25.25812	0.0260772	0.0317406	0.0204361	0.055633	0.0313939	0.0343579	0.0618734	0.0187148	0.00677456	0.00542321	0.08644	0.045216	0.00962048	0.00558053	0.00976337	0.00581969	0.0127929	0.0208705	0.0152319	0.0346795	0.0356477	0.5740874
8400	-5684.411	-5709.887	25.47568	0.0261954	0.0271336	0.0216378	0.0502322	0.0310826	0.0321731	0.0609531	0.0224556	0.00781367	0.00543304	0.0762276	0.0501107	0.00983165	0.00625169	0.00961556	0.00747848	0.0117662	0.0247959	0.017334	0.0301409	0.0236683	0.5523312
8410	-5690.173	-5715.353	25.1793	0.0261048	0.0276802	0.0297516	0.0553589	0.034628	0.0374236	0.0572912	0.026235	0.00794316	0.0063856	0.0643927	0.0496952	0.011463	0.00705214	0.0109535	0.00570912	0.0191373	0.0188922	0.017334	0.0414037	0.0271344	0.5819693
8420	-5685.665	-5710.768	25.10218	0.0334016	0.0279973	0.0184033	0.0472442	0.0354034	0.0307299	0.0565402	0.0198162	0.0156131	0.00341686	0.0948515	0.0563694	0.0106853	0.00897504	0.0136725	0.00349098	0.0167706	0.023236	0.0146131	0.0355608	0.02289	0.5896814
8430	-5689.045	-5714.121	25.07567	0.0237514	0.0296097	0.0220437	0.0482707	0.0437148	0.0325323	0.0489753	0.0218629	0.00745361	0.00439707	0.0952787	0.0685868	0.0110346	0.00462331	0.0118478	0.00402504	0.0117864	0.0228336	0.0139996	0.0495811	0.0161239	0.5923328
8440	-5689.128	-5714.326	25.19756	0.0254843	0.0394203	0.0155647	0.0527197	0.0455229	0.0239383	0.0486768	0.02324	0.0101443	0.00544799	0.0817721	0.0673174	0.00913912	0.00786879	0.0138569	0.00647705	0.0152774	0.0127337	0.013025	0.0300086	0.0325078	0.5801431
8450	-5690.568	-5715.575	25.00779	0.0266645	0.0285449	0.0171344	0.0507631	0.034999	0.0303473	0.0622239	0.024778	0.00615786	0.00740086	0.0838698	0.0651845	0.00998487	0.00562568	0.0110551	0.00660454	0.0229267	0.0164461	0.0146279	0.043682	0.0300998	0.5991209
8460	-5691.62	-5716.597	24.97711	0.0362267	0.0285449	0.0212236	0.0343084	0.0346573	0.0271727	0.0559209	0.0244303	0.00867085	0.00861961	0.0974462	0.0640955	0.0120854	0.00197183	0.0168456	0.00468975	0.0161425	0.0185306	0.0191003	0.0426401	0.0288653	0.6021883
8470	-5692.521	-5717.855	25.33439	0.0426883	0.0225845	0.0168296	0.0421014	0.0321336	0.0263752	0.0569676	0.0254283	0.0060921	0.00673956	0.102707	0.0570455	0.0111325	0.00539514	0.0137814	0.00183748	0.0122166	0.0186158	0.0146177	0.0332112	0.0179603	0.5664606
8480	-5697.947	-5722.71	24.76335	0.0267853	0.0302276	0.0181062	0.044267	0.0458459	0.0419389	0.0460441	0.0209001	0.0122609	0.00366448	0.0927221	0.0646609	0.0128224	0.0122297	0.0101453	0.0110196	0.00877743	0.0139334	0.0269669	0.0413301	0.0389158	0.6235642
8490	-5686.392	-5711.526	25.13418	0.0302671	0.0339621	0.024497	0.0439753	0.0364392	0.031172	0.0437703	0.03044	0.0107772	0.00694923	0.0799384	0.0628304	0.00978594	0.00689625	0.014917	0.00589929	0.0100216	0.0206295	0.0218447	0.0371614	0.0243074	0.5864815
8500	-5688.841	-5714.025	25.18351	0.0369672	0.0329259	0.0170553	0.0490035	0.0292871	0.037464	0.0497947	0.0274993	0.0082225	0.0058257	0.0799423	0.059123	0.00856792	0.00875185	0.00803965	0.011534	0.0183838	0.0161512	0.0163047	0.0303188	0.0303864	0.5815488
8510	-5693.068	-5718.503	25.43457	0.0192018	0.0300656	0.0225672	0.0559209	0.037714	0.0323005	0.0344374	0.0179969	0.00770546	0.00369859	0.0812437	0.0455042	0.0122649	0.00811508	0.0159516	0.00613611	0.0125584	0.0163489	0.0196228	0.0362973	0.0407908	0.556442
8520	-5685.497	-5710.63	25.13297	0.03176	0.0336494	0.0148779	0.0506762	0.0338823	0.0298446	0.0531859	0.0280017	0.0105408	0.0077966	0.0751938	0.0568417	0.0070027	0.00556595	0.0182222	0.00505149	0.013274	0.0290007	0.0176447	0.0357294	0.0288602	0.5866022
8530	-5688.982	-5714.161	25.1791	0.0341649	0.0301253	0.027682	0.0464213	0.0388549	0.0373816	0.0442084	0.0288986	0.00789223	0.00807774	0.0781371	0.0552335	0.0104145	0.00726025	0.0186216	0.0079043	0.00807333	0.0209923	0.0111043	0.0345287	0.0260125	0.5819894
8540	-5692.219	-5717.31	25.09131	0.0264899	0.0257118	0.0214661	0.0618108	0.0367877	0.0385966	0.0559777	0.0133761	0.0120121	0.00379184	0.0827267	0.0769891	0.00454494	0.00213969	0.0119434	0.00930136	0.0141119	0.0226898	0.0113203	0.0323281	0.026652	0.590768
8550	-5686.083	-5711.485	25.40199	0.0277598	0.0415994	0.0153331	0.0477894	0.0328208	0.0335952	0.0494944	0.0217699	0.00820527	0.00542401	0.0693741	0.0527423	0.0089311	0.00515943	0.0188618	0.00349063	0.0146	0.0194876	0.0122269	0.0395692	0.0314667	0.5597008
8560	-5695.037	-5719.913	24.87622	0.033671	0.0356289	0.0221005	0.0526655	0.0489283	0.0217415	0.0502612	0.0279505	0.0101259	0.00658988	0.0841577	0.0517926	0.0111832	0.00614893	0.00964683	0.00423409	0.0260685	0.0266433	0.0204456	0.0398892	0.0224046	0.6122777
8570	-5688.034	-5713.442	25.4083	0.0310534	0.0329622	0.0182824	0.0475991	0.0425108	0.0255715	0.0489173	0.0216748	0.0141137	0.00200794	0.0769601	0.0621833	0.00947303	0.00821906	0.0113937	0.00738237	0.00963181	0.0247744	0.0131195	0.0260594	0.0251796	0.5590693
8580	-5688.392	-5713.861	25.46868	0.0229474	0.0320968	0.0136526	0.0463302	0.0380784	0.0317017	0.0449489	0.0241014	0.0116225	0.00252975	0.0809334	0.0469948	0.0050759	0.00977877	0.0130001	0.00840485	0.0176089	0.0237319	0.0206356	0.0380813	0.0207763	0.5530315
8590	-5685.493	-5710.751	25.25779	0.0260798	0.0307666	0.0177408	0.0474531	0.0354042	0.0357295	0.0405788	0.0212431	0.013717	0.00404403	0.0865345	0.0527426	0.00908422	0.00922104	0.0147825	0.00678612	0.0144172	0.0190111	0.0200707	0.0424757	0.0262382	0.5741207
8600	-5692.044	-5717.267	25.22324	0.0374444	0.0374081	0.0171578	0.0436546	0.038976	0.0360968	0.0511491	0.0214186	0.012476	0.00295828	0.0844308	0.0595389	0.00398524	0.00769756	0.0125019	0.00831723	0.00737513	0.0241275	0.0108861	0.028512	0.0314634	0.5775754
8610	-5686.646	-5711.646	25.00047	0.0282651	0.0386217	0.0199497	0.0406764	0.045736	0.0390022	0.0531031	0.0254576	0.00820276	0.00875275	0.0834942	0.0601629	0.00911567	0.0051479	0.0140299	0.0026673	0.0120239	0.0243211	0.0195667	0.0331588	0.0283963	0.599852
8620	-5688.65	-5713.649	24.99988	0.036197	0.0387153	0.0121946	0.0500643	0.0436205	0.0312013	0.0472279	0.0238744	0.015232	0.00529004	0.0834263	0.0640657	0.0067139	0.00668078	0.0173038	0.00278273	0.0173712	0.0185372	0.0144806	0.0336743	0.0312574	0.5999112
8630	-5691.201	-5716.214	25.01293	0.0255752	0.0308474	0.0254997	0.0591739	0.0447981	0.0315647	0.0453451	0.0235268	0.0154822	0.00447517	0.0854004	0.0577502	0.00720863	0.0119021	0.0192434	0.00159515	0.0190437	0.0206203	0.0135247	0.0269481	0.029081	0.598606
8640	-5689.086	-5713.932	24.84626	0.0302001	0.0351894	0.01965	0.050875	0.0315972	0.0415996	0.0548759	0.0266709	0.00769032	0.00621837	0.0851338	0.0728101	0.00694519	0.00625856	0.0150047	0.00286495	0.0174298	0.0233019	0.022093	0.0255456	0.0333187	0.615273
8650	-5690.417	-5715.233	24.81644	0.0353175	0.0257767	0.0215284	0.0534449	0.0425152	0.0446502	0.0420672	0.0318664	0.00958753	0.00486681	0.0850511	0.064549	0.0120237	0.00735028	0.0147339	0.00696292	0.0157722	0.0208658	0.0177625	0.0266214	0.0349416	0.6182553
8660	-5685.063	-5710.234	25.17142	0.0398582	0.0311137	0.0189285	0.0449977	0.0413662	0.0351778	0.0485318	0.022596	0.0105913	0.00606951	0.0879151	0.0511684	0.00829765	0.0101543	0.0173851	0.00321286	0.0151024	0.0202727	0.0149333	0.0329507	0.022134	0.5827573
8670	-5689.848	-5714.809	24.96055	0.0265624	0.0231947	0.024816	0.0461938	0.0465426	0.0371118	0.0449511	0.0232209	0.0115115	0.00172941	0.0960646	0.056592	0.0140328	0.0105591	0.020713	0.00622112	0.0128018	0.0216935	0.0136763	0.0394769	0.0261785	0.603844
8680	-5685.733	-5710.921	25.18815	0.0290742	0.0309489	0.0215644	0.041361	0.0341325	0.0408176	0.0523947	0.0162379	0.00709352	0.00265426	0.0838831	0.0596483	0.0116844	0.00478726	0.0116245	0.00477461	0.013127	0.0187169	0.0192075	0.0444861	0.0328659	0.5810845
8690	-5697.586	-5722.524	24.93764	0.0274532	0.0419908	0.0211727	0.0564739	0.032777	0.0319144	0.0440243	0.0349996	0.00610741	0.00398542	0.0713351	0.0642856	0.0116137	0.00755131	0.01062	0.0176516	0.0141454	0.0215301	0.0168729	0.0391444	0.0304861	0.6061351
8700	-5687.681	-5712.694	25.01345	0.0351153	0.0378132	0.0167492	0.0466253	0.0402645	0.0413055	0.0539247	0.0248102	0.00831834	0.00867116	0.0941691	0.0555349	0.0109313	0.0063279	0.0124017	0.0051254	0.0115419	0.0217387	0.0163719	0.0285662	0.0222482	0.5985545
8710	-5693.081	-5717.988	24.90678	0.0290622	0.0361556	0.0127549	0.0483606	0.0301116	0.0254924	0.0459726	0.0217437	0.0140518	0.00591295	0.0919242	0.0726455	0.0104133	0.00569883	0.021115	0.00556124	0.0141815	0.029218	0.0138525	0.039469	0.0355234	0.6092209
8720	-5687.404	-5712.088	24.68359	0.0290562	0.0313937	0.0207526	0.0601911	0.0346901	0.0423576	0.0588734	0.0196923	0.00702135	0.00640961	0.0957934	0.0660838	0.00995493	0.00664708	0.0153654	0.00649426	0.0111491	0.0212589	0.0220952	0.0392708	0.0269898	0.6315408
8730	-5684.025	-5709.488	25.46269	0.03407	0.0214961	0.0169973	0.0516444	0.0349702	0.0321087	0.0509438	0.0177807	0.0118814	0.00333385	0.0795408	0.0597178	0.00565815	0.00843652	0.016438	0.00303668	0.0138353	0.0204718	0.016407	0.0308206	0.0240409	0.55363
8740	-5698.23	-5723.212	24.98119	0.0538417	0.026081	0.0201616	0.0583719	0.0472094	0.0350654	0.0503891	0.0207378	0.00572281	0.00975424	0.0773299	0.0537155	0.00878312	0.00232264	0.0168066	0.00309472	0.00681908	0.0258736	0.019618	0.0396058	0.0204766	0.6017805
8750	-5690.6	-5716.154	25.55413	0.0430559	0.0272931	0.0179182	0.0477166	0.036651	0.0317215	0.0505273	0.024785	0.00649192	0.00135268	0.0752519	0.0425233	0.0131677	0.00551678	0.0110797	0.00472475	0.0155938	0.0232515	0.0143827	0.0274883	0.0239929	0.5444866
8760	-5690.309	-5715.098	24.78921	0.0293813	0.02785	0.0265134	0.0509756	0.0446733	0.0339355	0.0593063	0.0180008	0.0155066	0.00351516	0.0958495	0.0551191	0.0102679	0.00147954	0.0121081	0.00957363	0.0122716	0.0218864	0.0208213	0.0419632	0.0299802	0.6209785
8770	-5689.874	-5714.843	24.96873	0.0236608	0.0362334	0.01532	0.0520426	0.0392702	0.0362712	0.0517247	0.0215251	0.00893231	0.00188127	0.0813568	0.0664088	0.0123281	0.0047327	0.0101571	0.00936595	0.0188089	0.0218864	0.0180076	0.035045	0.0380671	0.6030261
8780	-5695.62	-5720.616	24.99669	0.0376469	0.0279845	0.0245926	0.0673719	0.0475946	0.0222678	0.0472237	0.0192965	0.0111368	0.0015927	0.0824709	0.0567868	0.0205533	0.00724861	0.0147244	0.00447756	0.0169191	0.0219965	0.0164103	0.0325531	0.0193815	0.6002301
8790	-5689.027	-5714.142	25.11558	0.0258898	0.0287115	0.0202668	0.0529663	0.036923	0.0332673	0.0489739	0.020735	0.0184046	0.00700521	0.0976507	0.0598032	0.0125041	0.00595692	0.012588	0.00251458	0.0131344	0.0206754	0.0132199	0.0325531	0.0245979	0.5883416
8800	-5687.817	-5713.086	25.26863	0.0264676	0.0291596	0.0216859	0.0559638	0.0333958	0.0388657	0.0528726	0.0267562	0.00486189	0.00416156	0.071039	0.0598032	0.00454852	0.0100021	0.0136996	0.00372803	0.0137857	0.0190696	0.023636	0.0324889	0.0270449	0.5730362
8810	-5691.741	-5717.168	25.42645	0.0340628	0.0325271	0.016895	0.04548	0.0252831	0.0347887	0.0452467	0.0169315	0.00489835	0.00786712	0.0771726	0.0615054	0.00991216	0.00163345	0.0209069	0.00591137	0.0144616	0.0166756	0.0261553	0.0360632	0.0228765	0.5572543
8820	-5684.042	-5709.492	25.44937	0.0318985	0.0297891	0.0187778	0.0425573	0.0326904	0.0372473	0.0506175	0.029526	0.00894018	0.0048082	0.0687549	0.0513053	0.0114857	0.00315979	0.013827	0.00421178	0.0139566	0.0183204	0.0170743	0.0367441	0.02927	0.5549621
8830	-5685.302	-5710.442	25.13953	0.0288318	0.0297891	0.0249445	0.0478182	0.0315691	0.0379323	0.0553715	0.0257872	0.0105574	0.00523027	0.0830141	0.0556336	0.00448108	0.00776933	0.0110442	0.00483992	0.0164509	0.0234485	0.0194148	0.0379392	0.0240794	0.5859464
8840	-5692.547	-5717.862	25.31571	0.025314	0.0303595	0.0218779	0.0497226	0.0374058	0.023434	0.0568652	0.0201477	0.0148101	0.00703147	0.0858324	0.0418709	0.0107782	0.00737874	0.0204506	0.00507577	0.0155374	0.0288138	0.0112771	0.0354441	0.0189011	0.5683284
8850	-5689.312	-5714.473	25.16079	0.0257182	0.0304025	0.0224935	0.0585843	0.0333352	0.0424401	0.0358007	0.0266216	0.00990687	0.00445224	0.0758412	0.0579809	0.015471	0.00866053	0.0155172	0.00280899	0.0152527	0.0198189	0.0140649	0.0363974	0.0322513	0.5838202
8860	-5686.948	-5712.106	25.15767	0.0333468	0.0289961	0.0215351	0.0591143	0.0376574	0.0335596	0.0508709	0.0295115	0.0073213	0.00674114	0.0798281	0.0659785	0.00666781	0.00467402	0.0100669	0.00745633	0.00904093	0.0200523	0.0216351	0.0276936	0.0223841	0.5841319
8870	-5687.177	-5712.361	25.18351	0.0265544	0.029896	0.0242246	0.0426971	0.0445206	0.0338599	0.0518545	0.0275694	0.00605885	0.00342965	0.0897444	0.0533912	0.0142059	0.00265899	0.0110377	0.00538845	0.0107851	0.0278557	0.0115964	0.0339112	0.0303086	0.5815488
8880	-5685.249	-5710.311	25.06207	0.0277601	0.0276228	0.0217619	0.0568988	0.0404455	0.0382159	0.0444121	0.0215625	0.0144914	0.00489952	0.0756344	0.0699645	0.011286	0.00271899	0.0157182	0.00709127	0.013542	0.0187703	0.0156005	0.0350021	0.0302934	0.5936922
8890	-5689.501	-5714.232	24.73115	0.0344562	0.0237307	0.0209057	0.0535448	0.0374944	0.0299218	0.0579853	0.0307048	0.0134846	0.00337242	0.0971296	0.0600248	0.00879153	0.00675147	0.0154564	0.00415112	0.0176075	0.0236867	0.0184282	0.0410938	0.0280623	0.6267842
