Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	sr[5]	TL
2890	-5214.516	-5242.363	27.84675	0.1839283	0.0290984	0.0395941	0.0141898	0.0613208	0.0440908	0.0390932	0.0743616	0.0326181	0.0117029	0.00527009	0.137037	0.093111	0.00389424	0.00590717	0.00564388	0.0107207	0.00106353	0.0542167	0.040552	0.0175785	0.0218266	0.0923644	0.265922	0.0544895	0.108969	0.405674	0.0725815	0.274725	0.20157	0.242675	0.28103	8.63444e-05	0.00740909	0.0961493	0.611116	4.28524	0.7428909
2900	-5217.598	-5246.086	28.48812	0.1951469	0.0384175	0.0327922	0.0165987	0.0723891	0.0385743	0.0388584	0.0466293	0.0239491	0.00840363	0.00712327	0.118941	0.0692853	0.0114921	0.0115611	0.00416511	0.0215487	0.00682647	0.0467635	0.0369492	0.0117716	0.0157141	0.0862406	0.294446	0.0512996	0.111301	0.383818	0.0728942	0.285643	0.17929	0.240112	0.294955	0.000142563	0.00982899	0.111829	0.649726	4.22847	0.6787536
2910	-5213.945	-5242.096	28.15023	0.2201557	0.036338	0.034317	0.0146788	0.063555	0.0411914	0.0439359	0.0653999	0.0290007	0.00752142	0.00725811	0.119329	0.0681127	0.0138093	0.0115611	0.00688316	0.0248586	0.00069167	0.05002	0.0295183	0.0157582	0.0288049	0.120074	0.282663	0.0497246	0.105088	0.368427	0.0740226	0.290754	0.192977	0.226608	0.289661	0.000362559	0.0166081	0.147754	0.726403	4.10887	0.7125432
2920	-5217.004	-5244.343	27.33941	0.2114896	0.0313743	0.0378876	0.0207189	0.077627	0.0493311	0.0555947	0.0652407	0.0198428	0.0081316	0.00978278	0.147908	0.101118	0.0121133	0.0115611	0.00154068	0.0188294	0.000664454	0.0612134	0.0273349	0.0161966	0.0196137	0.120876	0.250156	0.0324794	0.112086	0.418464	0.0659388	0.277593	0.194457	0.243967	0.283983	0.000269027	0.0140477	0.13522	0.701225	4.14924	0.7936248
2930	-5219.685	-5246.731	27.04588	0.1857933	0.0313743	0.051589	0.019963	0.0741038	0.0486246	0.0549916	0.0621885	0.0320035	0.00851727	0.00660633	0.134912	0.106173	0.00529716	0.00752186	0.011159	0.0147302	0.00526866	0.065723	0.0329878	0.0161966	0.0330465	0.137701	0.27602	0.040814	0.101186	0.370347	0.0739321	0.289469	0.196043	0.227537	0.286951	9.42465e-05	0.00778424	0.0987261	0.617727	4.27567	0.8229784
2940	-5213.875	-5241.304	27.42935	0.2232028	0.0491651	0.03282	0.0275224	0.0564119	0.0505491	0.0451712	0.0665303	0.0237219	0.0168535	0.00449761	0.156348	0.0791245	0.0186772	0.0106037	0.0081147	0.0200504	0.00292857	0.0493272	0.0191495	0.00835151	0.0387134	0.129526	0.260648	0.0402081	0.0986737	0.403292	0.0676516	0.270275	0.189138	0.241283	0.299303	0.000400446	0.0175596	0.152168	0.734926	4.09495	0.7846312
2950	-5222.229	-5249.985	27.75629	0.1947848	0.038069	0.0515095	0.016816	0.0707977	0.0490711	0.0330565	0.0614173	0.0325811	0.0137376	0.00556501	0.098641	0.0814749	0.0252493	0.00754348	0.00749318	0.0317805	0.00825548	0.0484727	0.0213969	0.0125877	0.0364211	0.138912	0.273196	0.0438142	0.108739	0.360242	0.075097	0.283436	0.177988	0.240664	0.297912	0.000140401	0.00974478	0.111317	0.648522	4.23028	0.751937
2960	-5222.725	-5250.41	27.6845	0.2052856	0.0355715	0.0517773	0.0213399	0.067106	0.0490711	0.0475733	0.0598769	0.0305157	0.0168576	0.00939855	0.112783	0.0720834	0.0112276	0.00588021	0.00877621	0.0270842	0.00714918	0.0469315	0.0203028	0.0145787	0.0432316	0.12014	0.292997	0.0614383	0.0994246	0.357312	0.0686876	0.276359	0.190509	0.219433	0.313698	0.000213937	0.0123508	0.126288	0.682312	4.17884	0.7591161
2970	-5214.367	-5242.132	27.76519	0.1980431	0.0345186	0.0356664	0.0247748	0.0676495	0.0424501	0.0557616	0.0829089	0.0354758	0.020502	0.00295879	0.112783	0.0720203	0.0103484	0.00509668	0.00685272	0.0120605	0.00582857	0.0492222	0.0449847	0.00935256	0.0198313	0.119627	0.282558	0.0423002	0.0859802	0.394628	0.0749065	0.268831	0.193855	0.229304	0.308011	0.000160771	0.0105172	0.115937	0.659252	4.21413	0.7510474
2980	-5216.003	-5243.626	27.62307	0.2030427	0.0504058	0.0353477	0.0216613	0.0616985	0.0545746	0.0368392	0.0768326	0.0231819	0.0166483	0.00462103	0.115359	0.084535	0.0139851	0.00561327	0.0062311	0.0177815	0.00582857	0.046309	0.0317464	0.0225408	0.0335187	0.124903	0.288498	0.0475882	0.0800985	0.387021	0.0718911	0.277892	0.189478	0.236004	0.296627	0.00019625	0.0117658	0.123072	0.675285	4.18968	0.7652594
2990	-5216.586	-5244.4	27.81367	0.2190063	0.0257936	0.0368668	0.0216613	0.0698862	0.0331329	0.0514759	0.0635661	0.0326367	0.010562	0.00247571	0.122269	0.0890671	0.0254486	0.000848088	0.002209	0.0178684	0.00964625	0.053216	0.0264091	0.0205421	0.0306181	0.120747	0.276588	0.0499181	0.0933799	0.399011	0.0603552	0.258051	0.214793	0.247452	0.279704	0.000348966	0.016256	0.146089	0.723145	4.11416	0.7461989
3000	-5213.243	-5240.994	27.75095	0.2065049	0.0317135	0.038688	0.0339386	0.0686944	0.0469668	0.0382272	0.0697745	0.0360265	0.0136122	0.00777805	0.10069	0.0925051	0.0176418	0.00285573	0.00681675	0.00985196	0.0113193	0.0496353	0.0331851	0.00900506	0.0335453	0.128725	0.279095	0.0411773	0.080723	0.396553	0.0737266	0.266064	0.194837	0.238479	0.30062	0.000224035	0.0126752	0.128039	0.686089	4.17297	0.7524709
3010	-5217.714	-5245.73	28.01586	0.1879075	0.0399712	0.0407588	0.0210928	0.0767462	0.0526833	0.0644683	0.0712402	0.0203416	0.0143194	0.00384116	0.0982341	0.0727157	0.0114938	0.00841461	0.00270462	0.00877625	0.00573312	0.0435231	0.0260422	0.0114972	0.0313825	0.109542	0.263128	0.0453648	0.11723	0.407798	0.0569383	0.2558	0.201017	0.242806	0.300377	0.000103863	0.0082226	0.101663	0.625127	4.26488	0.7259801
3020	-5215.082	-5243.124	28.04142	0.1895301	0.0381241	0.0397469	0.0301675	0.080499	0.0508109	0.0400269	0.0593397	0.0327227	0.0123591	0.00929016	0.107107	0.0774675	0.00593268	0.00364662	0.00969171	0.00797684	0.00397913	0.0437617	0.0243772	0.0150929	0.0313043	0.129713	0.281778	0.0461635	0.113863	0.365264	0.0632185	0.272243	0.18875	0.243987	0.295021	0.000111739	0.00856848	0.103927	0.63074	4.25665	0.7234245
3030	-5216.492	-5243.603	27.11039	0.2219354	0.036739	0.0299272	0.0287713	0.080081	0.0544783	0.0378657	0.0735984	0.0272811	0.0149099	0.00530216	0.151449	0.094739	0.0150546	0.00772145	0.00455619	0.0117951	0.0163681	0.0530711	0.02527	0.00938155	0.038167	0.114665	0.252827	0.0273926	0.0991532	0.447891	0.0580703	0.266621	0.187076	0.244254	0.30205	0.000384356	0.0171607	0.150332	0.731401	4.10072	0.8165269
3040	-5218.553	-5246.274	27.72133	0.217023	0.0323664	0.0506958	0.0308826	0.0723159	0.0473351	0.0274701	0.072328	0.0400127	0.0140971	0.0063898	0.131342	0.0791846	0.011847	0.00917113	0.00160083	0.00836524	0.0100237	0.0395485	0.0154638	0.0153474	0.0396452	0.114607	0.250954	0.0412694	0.105175	0.428913	0.0590806	0.27906	0.193073	0.231209	0.296659	0.000326387	0.0156574	0.143218	0.717464	4.12333	0.7554334
3050	-5219.47	-5247.167	27.69766	0.1809829	0.0400658	0.0402953	0.0274171	0.0525663	0.038072	0.05204	0.0722549	0.0271144	0.0104806	0.00795332	0.132819	0.0707889	0.00937844	0.0145358	0.0031407	0.0102064	0.00587828	0.0549138	0.0488316	0.0153474	0.0236999	0.0778892	0.300735	0.0462272	0.0968818	0.414719	0.0635476	0.287305	0.186292	0.230673	0.29573	7.49158e-05	0.0068387	0.0921086	0.600517	4.30046	0.7578003
3060	-5215.563	-5242.987	27.4237	0.2408793	0.0346132	0.0466383	0.0210803	0.091792	0.0503451	0.0503958	0.0791098	0.0204362	0.00843483	0.00462639	0.111804	0.0750808	0.0142681	0.00523172	0.00393848	0.0147865	0.0086435	0.0490954	0.0357302	0.0149406	0.0442052	0.105042	0.241031	0.0446846	0.111766	0.416735	0.080742	0.280528	0.185424	0.254437	0.279612	0.000678173	0.0235789	0.177717	0.781184	4.01684	0.7851961
3070	-5220.077	-5247.882	27.80557	0.2080413	0.024792	0.0318871	0.0239468	0.0946588	0.0630608	0.0381373	0.0843805	0.0247131	0.0137948	0.00313156	0.110773	0.0663258	0.0172368	0.0111864	0.00812604	0.0227423	0.00220796	0.0458109	0.0193974	0.0147353	0.0259637	0.10979	0.295362	0.0520214	0.0776295	0.385026	0.0801709	0.256298	0.220679	0.233179	0.289844	0.000237258	0.0130903	0.130249	0.690806	4.16562	0.7470088
3080	-5213.407	-5241.238	27.83057	0.1954561	0.0403932	0.0345309	0.0444631	0.0631409	0.0498357	0.0348437	0.0685752	0.0289937	0.00959085	0.00333351	0.118227	0.084916	0.00587533	0.00659816	0.0078657	0.00783637	0.00153344	0.0450074	0.0395905	0.0213455	0.0280126	0.110379	0.288753	0.035431	0.118893	0.37641	0.0701349	0.273684	0.203455	0.227151	0.29571	0.000144428	0.00990122	0.112267	0.650751	4.22694	0.7445091
3090	-5216.952	-5245.482	28.53009	0.2243764	0.0292329	0.0326514	0.0235495	0.0479465	0.0417392	0.0353509	0.0581372	0.0216577	0.00842948	0.00443995	0.110483	0.0841429	0.0172002	0.0109776	0.00192274	0.0117778	0.00117855	0.0359719	0.0380082	0.021545	0.0382154	0.0845044	0.264324	0.0574862	0.108304	0.387721	0.0976609	0.291039	0.198127	0.235256	0.275578	0.000415772	0.0179331	0.153868	0.738164	4.08962	0.6745574
3100	-5215.708	-5243.407	27.69864	0.1999289	0.0443451	0.0377912	0.0250331	0.0761802	0.0536632	0.0337801	0.0794439	0.0201392	0.00740254	0.00241089	0.114031	0.0735589	0.0115457	0.00938667	0.01194	0.00883598	0.00563383	0.0450367	0.0328955	0.0311224	0.0335264	0.118271	0.267318	0.0328865	0.103372	0.388608	0.0895442	0.271304	0.194805	0.236287	0.297604	0.000173534	0.0109791	0.118622	0.66536	4.20486	0.7577025
3110	-5214.005	-5242.208	28.20369	0.2132891	0.0419019	0.0294439	0.026096	0.0557046	0.0553322	0.0382442	0.0884195	0.0273824	0.0139397	0.0016248	0.0994174	0.0757293	0.0173066	0.00662592	0.00736078	0.00883598	0.00209107	0.0501915	0.0178456	0.00980532	0.0338987	0.128454	0.284073	0.040142	0.0897157	0.376174	0.0814417	0.290797	0.17726	0.235564	0.296379	0.000286794	0.0145613	0.137818	0.70657	4.14076	0.7071973
3120	-5220.14	-5248.426	28.28592	0.2017487	0.0421052	0.0291285	0.0270004	0.0702687	0.0642717	0.0352131	0.0610709	0.0182254	0.0111621	0.00259564	0.100056	0.0632192	0.020019	0.0142283	0.00732152	0.0120841	0.00398061	0.0373835	0.0385478	0.0199209	0.021172	0.110964	0.29696	0.0295753	0.0957741	0.413455	0.0532708	0.276475	0.202848	0.239104	0.281573	0.000186556	0.0114353	0.121221	0.671185	4.19597	0.6989744
3130	-5214.008	-5241.629	27.62063	0.2144717	0.0364727	0.0368522	0.0234117	0.0712136	0.0504818	0.0457027	0.0658915	0.0149372	0.0117485	0.00184926	0.16043	0.0818567	0.0123544	0.00705591	0.000908556	0.0154001	0.0107902	0.0465811	0.0213904	0.021453	0.0287213	0.124872	0.256341	0.0442775	0.0988344	0.407354	0.0683209	0.280441	0.199019	0.230154	0.290387	0.000298931	0.0149041	0.139528	0.710049	4.13522	0.7655029
3140	-5216.446	-5244.043	27.59746	0.2049931	0.0300773	0.0368522	0.0161638	0.0542402	0.0418499	0.0449618	0.0593273	0.0396475	0.0117485	0.00268764	0.124575	0.0925509	0.0155465	0.0138574	0.00370825	0.00836749	0.00643372	0.0551793	0.0314511	0.0282274	0.050367	0.125918	0.300328	0.0460523	0.086623	0.370926	0.0701524	0.268792	0.190127	0.234125	0.306955	0.000211566	0.0122736	0.125868	0.681401	4.18025	0.7678198
3150	-5215.137	-5242.946	27.80846	0.2286812	0.0367149	0.0318287	0.0200485	0.0681258	0.0381937	0.0384656	0.0727191	0.0356382	0.00501444	0.00913378	0.131463	0.0690148	0.0168171	0.0167637	0.00774344	0.00949255	0.00549017	0.0542421	0.0325393	0.0193487	0.0279225	0.133181	0.258123	0.0422014	0.0854921	0.42017	0.0608316	0.292214	0.184127	0.235229	0.28843	0.000475607	0.0193356	0.160103	0.749832	4.07025	0.7467198
3160	-5211.218	-5238.671	27.4529	0.2199029	0.0360243	0.0454301	0.0274247	0.0713694	0.0467436	0.0406928	0.0719006	0.0196357	0.0151202	0.00443912	0.143827	0.0708685	0.00950438	0.00654183	0.00906949	0.0179309	0.000413043	0.0530237	0.0416915	0.014536	0.0360887	0.124143	0.310159	0.0358036	0.0856412	0.380592	0.0636612	0.266813	0.190819	0.226299	0.316069	0.000359537	0.0165303	0.147388	0.725689	4.11003	0.7822757
3170	-5211.483	-5239.392	27.90866	0.2219307	0.0264536	0.0324317	0.0272265	0.072253	0.0410418	0.0569071	0.0721158	0.0250876	0.0139617	0.00463652	0.120487	0.0925614	0.00910616	0.0112817	0.00565357	0.0087132	0.0042899	0.0403635	0.0259982	0.0101242	0.0360058	0.125367	0.299785	0.0409363	0.088161	0.390625	0.0551259	0.273164	0.178878	0.241338	0.30662	0.000384298	0.0171592	0.150325	0.731388	4.10074	0.7367003
3180	-5216.035	-5243.146	27.11087	0.2194351	0.0243938	0.0407994	0.0367227	0.0633611	0.055675	0.0464214	0.0796782	0.0416959	0.0113536	0.00553331	0.134069	0.096905	0.0242409	0.0108503	0.00830711	0.0182912	0.000593802	0.0413423	0.0314504	0.0194811	0.0253127	0.107625	0.282157	0.0457992	0.0976212	0.397933	0.0688647	0.270562	0.196972	0.228625	0.303841	0.000353993	0.0163869	0.14671	0.724363	4.11219	0.8164785
3190	-5214.145	-5241.106	26.9611	0.205232	0.0300667	0.0437569	0.0237316	0.0665478	0.0559786	0.0604731	0.0844435	0.0322294	0.013004	0.00462701	0.139296	0.0897923	0.0080141	0.0194697	0.00973471	0.00736868	9.49271e-05	0.0543995	0.0371945	0.0196066	0.0316264	0.124497	0.277272	0.0424336	0.115279	0.379827	0.0606918	0.283056	0.188576	0.243054	0.285314	0.000213501	0.0123366	0.126211	0.682145	4.17909	0.8314564
3200	-5212.652	-5241.173	28.52015	0.2115709	0.0308194	0.0371467	0.0187795	0.0715872	0.0413388	0.0292418	0.0626475	0.0185801	0.0181677	0.00505789	0.112371	0.0735788	0.0116776	0.00887286	0.00352278	0.0149913	0.00496752	0.0475089	0.0180429	0.00956199	0.0370885	0.124863	0.30152	0.0468413	0.0689702	0.386055	0.071751	0.2757	0.185782	0.249444	0.289074	0.000269811	0.0140707	0.135337	0.701468	4.14885	0.6755512
3210	-5218.393	-5245.981	27.58852	0.206199	0.0467959	0.0364659	0.0192961	0.0650319	0.0448848	0.0461665	0.0621671	0.0260743	0.0114181	0.00876398	0.134447	0.0794368	0.0309665	0.0180305	0.0030881	0.00869461	0.00102305	0.0389595	0.0253289	0.0254693	0.0362057	0.139274	0.24556	0.041898	0.0986082	0.414896	0.0597641	0.273153	0.201903	0.240191	0.284752	0.000221469	0.0125933	0.1276	0.685144	4.17444	0.7687144
3220	-5218.383	-5246.31	27.92702	0.1984251	0.0344215	0.034653	0.019008	0.0648143	0.0412619	0.0626373	0.0592053	0.0211218	0.00960441	0.00831675	0.121157	0.0662909	0.0172607	0.00926922	0.0121951	0.0099062	0.00192963	0.0508661	0.0310791	0.00760782	0.0522575	0.127829	0.268339	0.0261442	0.112493	0.397562	0.0676321	0.260265	0.194046	0.24977	0.295919	0.000163298	0.0106099	0.11648	0.660495	4.21225	0.734864
3230	-5214.362	-5241.952	27.58945	0.1950128	0.0396542	0.0276212	0.0157314	0.0839712	0.0480353	0.0316291	0.0778215	0.025076	0.00960441	0.00234067	0.124136	0.0968283	0.0217933	0.0101067	0.00441854	0.0161064	0.000977739	0.0404471	0.0216387	0.0207455	0.0499379	0.0976286	0.281908	0.0535434	0.0959062	0.403539	0.0674752	0.280425	0.1827	0.234948	0.301927	0.000141759	0.00979777	0.11164	0.64928	4.22914	0.7686214
3240	-5213.678	-5241.303	27.6248	0.1869223	0.0286167	0.0338054	0.0184741	0.0810028	0.045052	0.0418313	0.0576603	0.0327299	0.00632684	0.00225351	0.137517	0.0916177	0.0144728	0.0101067	0.00359982	0.00896328	0.00686098	0.0594635	0.028715	0.0136713	0.0423448	0.136017	0.270404	0.041128	0.10393	0.374623	0.073898	0.273156	0.191866	0.227644	0.307333	9.92929e-05	0.0080166	0.100292	0.621691	4.2699	0.7650856
3250	-5219.302	-5246.981	27.67906	0.1907853	0.0421581	0.0387882	0.0239488	0.0728888	0.0536441	0.0404013	0.0851503	0.02825	0.00683612	0.00770041	0.122294	0.086458	0.0189983	0.0189618	0.0079876	0.0102187	0.000508375	0.0460479	0.0180714	0.0144264	0.0159209	0.140042	0.283814	0.03291	0.0934931	0.398207	0.0515345	0.270809	0.190144	0.244087	0.29496	0.000118138	0.00884166	0.105685	0.635042	4.25031	0.7596599
3260	-5217.666	-5245.561	27.89528	0.1798442	0.0290717	0.0380561	0.0245671	0.0665673	0.0589575	0.0313555	0.0648714	0.0174363	0.00679	0.0146909	0.138339	0.0778442	0.0144345	0.00777372	0.00617497	0.0125261	0.00358111	0.0472822	0.0201118	0.0314452	0.0261617	0.107767	0.289457	0.0455519	0.0903191	0.395018	0.0718874	0.293068	0.191132	0.23356	0.282239	7.08258e-05	0.00662539	0.0905564	0.596366	4.30638	0.7380383
3270	-5222.038	-5248.484	26.44556	0.2208027	0.0363147	0.044562	0.025262	0.0828507	0.0695637	0.0345918	0.0870752	0.0313693	0.0173447	0.00544565	0.144886	0.103923	0.0228615	0.0230502	0.00491168	0.0221532	0.000773124	0.0431003	0.0200196	0.0210283	0.0419244	0.11953	0.261809	0.0407061	0.0736089	0.40239	0.101956	0.259376	0.205395	0.240516	0.294713	0.000370377	0.016808	0.148691	0.728227	4.1059	0.88301
3280	-5214.801	-5241.953	27.15221	0.2088737	0.035645	0.0317143	0.0322399	0.0616763	0.0502376	0.0380534	0.0741555	0.0227234	0.020774	0.00357832	0.147502	0.102743	0.01146	0.00961812	0.00914331	0.0149874	0.00251343	0.0581867	0.0294579	0.0203951	0.0355401	0.096787	0.270014	0.0412026	0.0946214	0.443545	0.0538305	0.277787	0.186648	0.231121	0.304445	0.000244658	0.0133182	0.131448	0.693343	4.16165	0.812345
3290	-5211.799	-5239.405	27.60541	0.2241764	0.0409736	0.0317143	0.0192737	0.0683293	0.0499033	0.0459131	0.0670026	0.0256316	0.00791164	0.00238761	0.145028	0.0659196	0.0272717	0.00703917	0.00804229	0.0157945	0.00106199	0.0560822	0.0332304	0.0129556	0.0355585	0.103766	0.25831	0.0394399	0.101215	0.439214	0.0580555	0.277873	0.197688	0.239267	0.285171	0.00041313	0.0178692	0.153578	0.737614	4.09053	0.7670247
3300	-5213.111	-5241.431	28.31963	0.1740695	0.0309685	0.0300741	0.032033	0.0641566	0.0400669	0.0456288	0.0558393	0.0267109	0.0049052	0.00412741	0.13233	0.0719183	0.00681131	0.00928711	0.00804229	0.0119008	0.00122809	0.0540078	0.0254278	0.0105809	0.0295581	0.138694	0.274288	0.0331946	0.0895015	0.402305	0.0620165	0.257955	0.182315	0.255471	0.304259	5.26771e-05	0.00560542	0.0827799	0.57486	4.3367	0.6956033
3310	-5215.937	-5243.55	27.61247	0.1816332	0.0344846	0.0509869	0.033414	0.0611381	0.0428307	0.0412	0.0792122	0.0256382	0.0125055	0.0033784	0.132389	0.0726104	0.00651765	0.00928711	0.0121162	0.0143511	0.00528313	0.0619677	0.0286413	0.0113983	0.0269686	0.113956	0.311093	0.0386887	0.0934886	0.377812	0.0649613	0.278201	0.183603	0.237075	0.301122	7.73322e-05	0.00696232	0.0929976	0.602874	4.29709	0.7663188
3320	-5216.472	-5243.511	27.03904	0.2185699	0.0455435	0.0506668	0.0243823	0.0699106	0.0632248	0.0473907	0.0894915	0.0259063	0.0130027	0.00698202	0.128699	0.0900353	0.0132512	0.00296385	0.00755156	0.0118966	0.00117125	0.0492561	0.0271819	0.00782028	0.0473337	0.114215	0.281082	0.0417608	0.106873	0.38208	0.0739905	0.258627	0.204072	0.222307	0.314994	0.000343903	0.0161233	0.145457	0.721901	4.11617	0.8236615
3330	-5214.697	-5242.665	27.96763	0.2017684	0.0254889	0.0299294	0.0128888	0.0684695	0.0425182	0.0453652	0.0750568	0.0285045	0.0103117	0.00489917	0.107134	0.0981465	0.0178427	0.00740993	0.00838808	0.0136502	0.0031314	0.0492561	0.0376935	0.0176533	0.0270647	0.126307	0.244418	0.0358833	0.100198	0.42454	0.0686529	0.271022	0.20019	0.225771	0.303017	0.0001867	0.0114403	0.121249	0.671248	4.19588	0.7308025
3340	-5211.344	-5239.564	28.22068	0.1909199	0.0265335	0.0233532	0.016177	0.0773101	0.0441873	0.031348	0.0754685	0.0243361	0.0101021	0.00266686	0.119895	0.0968954	0.0110195	0.00740993	0.00909346	0.0134499	0.00179034	0.0399368	0.0250466	0.0154642	0.0340146	0.133424	0.258189	0.0353105	0.100879	0.412697	0.0595	0.267977	0.196887	0.229923	0.305213	0.000118841	0.00887126	0.105874	0.635501	4.24963	0.7054983
3350	-5214.177	-5241.859	27.68225	0.2055894	0.0330048	0.0412774	0.0181896	0.0707144	0.0721175	0.0372819	0.0658108	0.0215951	0.00655284	0.00287241	0.106438	0.0845553	0.0203286	0.00823782	0.00671408	0.0158232	0.0017479	0.0526645	0.0283604	0.0170304	0.0480243	0.0876826	0.278871	0.0467444	0.114324	0.399705	0.0726726	0.277921	0.197672	0.223336	0.301071	0.000216421	0.0124312	0.126724	0.683256	4.17737	0.7593406
3360	-5219.058	-5247.122	28.06372	0.1777541	0.0412362	0.0381055	0.0122394	0.0682393	0.0344117	0.0346662	0.0710592	0.028057	0.0144307	0.00380999	0.130575	0.0888127	0.00327249	0.00823782	0.00695389	0.00499761	0.00129213	0.0413411	0.0420657	0.0154926	0.0318981	0.111805	0.302259	0.0475766	0.112886	0.341569	0.0839044	0.294592	0.184199	0.234435	0.286774	6.37712e-05	0.00624435	0.0877229	0.588671	4.3173	0.7211943
3370	-5210.194	-5238.291	28.0974	0.1935325	0.033451	0.0443811	0.0234782	0.0597785	0.0435201	0.0338578	0.0730732	0.0319888	0.012806	0.001636	0.120224	0.0731272	0.0162115	0.00823782	0.00710532	0.00588526	0.00122072	0.0486067	0.0420657	0.0102896	0.0268813	0.104032	0.288343	0.0508796	0.0967548	0.381329	0.078662	0.272103	0.188631	0.243899	0.295368	0.000133115	0.00945667	0.109549	0.644338	4.23652	0.7178259
3380	-5212.926	-5240.704	27.77854	0.1895663	0.0332624	0.0396857	0.02708	0.0719948	0.0347239	0.0347495	0.0519397	0.0400087	0.00797439	0.00589939	0.140778	0.0765578	0.0182376	0.0118075	0.00814979	0.0104595	0.00504673	0.0464321	0.0305699	0.0127528	0.0416019	0.124851	0.262596	0.0360142	0.105868	0.400091	0.0705802	0.272878	0.188407	0.232056	0.306658	0.00011192	0.00857629	0.103978	0.630864	4.25647	0.7497123
3390	-5214.403	-5242.382	27.97966	0.2123307	0.0290928	0.0338409	0.0222242	0.079399	0.051245	0.0387822	0.0707395	0.0257981	0.0046561	0.00589939	0.113299	0.0839125	0.00939606	0.0120826	0.00287471	0.016153	0.00176682	0.0459248	0.0278245	0.0177857	0.0369029	0.110746	0.287604	0.0322932	0.0951499	0.418969	0.055238	0.25782	0.192455	0.247343	0.302382	0.000277227	0.0142866	0.136434	0.703731	4.14527	0.7296001
3400	-5219.134	-5247.434	28.30064	0.2012262	0.0283117	0.0237837	0.00963179	0.063141	0.063343	0.0315348	0.0643526	0.023773	0.0130395	0.00196424	0.131736	0.0825865	0.0102811	0.0112199	0.00648297	0.0159134	0.00454455	0.0353027	0.0256555	0.016581	0.0343234	0.146422	0.272737	0.0396746	0.102735	0.37489	0.0635417	0.255288	0.199717	0.246593	0.298402	0.000182745	0.0113033	0.120474	0.66952	4.19852	0.697502
3410	-5213.495	-5241.765	28.27038	0.2022882	0.0399677	0.0309908	0.0267855	0.073422	0.0391393	0.0306614	0.0825265	0.0372005	0.00720872	0.00959197	0.0965247	0.0591295	0.0169509	0.00852647	0.00607887	0.0152071	0.000472057	0.0438945	0.0359173	0.0118344	0.0284982	0.11436	0.273074	0.0496843	0.110743	0.387254	0.0648855	0.273087	0.188645	0.238116	0.300152	0.000190553	0.0115725	0.121992	0.672899	4.19335	0.7005285
3420	-5216.447	-5244.605	28.15816	0.1776633	0.0247662	0.0380952	0.0170631	0.0800475	0.0485338	0.0373193	0.0566461	0.0279926	0.0112088	0.00534339	0.123834	0.0861498	0.0169509	0.0158495	0.00158508	0.0072254	0.0172214	0.0393123	0.0248062	0.00928827	0.0225112	0.141849	0.289797	0.0456937	0.0700691	0.388941	0.0636502	0.249955	0.191295	0.251829	0.306921	6.34775e-05	0.00622809	0.0876002	0.588334	4.31777	0.7117501
3430	-5217.424	-5244.953	27.52879	0.2148764	0.0457737	0.0416234	0.0215232	0.0564231	0.0674446	0.0517294	0.0661617	0.020798	0.0123729	0.00346012	0.127543	0.0760106	0.0150833	0.0158495	0.00336248	0.0074235	0.0123179	0.0436351	0.0234892	0.0200488	0.0426136	0.131894	0.290908	0.0263286	0.0821697	0.403821	0.0648792	0.277293	0.183526	0.251004	0.288178	0.00030317	0.0150223	0.140113	0.711234	4.13333	0.7746869
3440	-5220.293	-5248.054	27.76109	0.1902699	0.0446705	0.0437303	0.0294494	0.0581451	0.0481483	0.0337622	0.0645213	0.0159892	0.00657078	0.0106732	0.109217	0.0746039	0.0186238	0.00998398	0.000888703	0.0260998	0.00743389	0.0452334	0.0346629	0.0208443	0.0482054	0.12369	0.23608	0.0331667	0.101906	0.444077	0.0610808	0.269324	0.190819	0.246332	0.293525	0.000115478	0.00872891	0.104963	0.633279	4.25291	0.7514573
3450	-5215.245	-5242.982	27.73735	0.2189667	0.0385076	0.046587	0.0262028	0.0551542	0.0554051	0.0359904	0.0798251	0.0269479	0.0130208	0.00453196	0.140489	0.0679281	0.00828761	0.0131246	0.000317521	0.0154963	0.0104176	0.0557546	0.0210834	0.0107231	0.0280369	0.114489	0.270162	0.0467673	0.117894	0.393495	0.0571927	0.25546	0.191133	0.245391	0.308015	0.000348504	0.0162439	0.146032	0.723032	4.11434	0.7538314
3460	-5219.731	-5247.905	28.17332	0.1796853	0.0239969	0.0225888	0.0273896	0.0698641	0.0459771	0.0350132	0.0659007	0.0203093	0.00960398	0.00566966	0.106017	0.0935277	0.0168385	0.00314773	0.000614292	0.0236151	0.00518044	0.0410287	0.0325243	0.0239448	0.0374821	0.16064	0.255134	0.0483244	0.0807526	0.402706	0.0524432	0.268355	0.188061	0.244359	0.299225	7.02692e-05	0.00659595	0.0903403	0.595785	4.30721	0.7102342
