Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	sr[5]	TL
7460	-5215.131	-5243.285	28.15382	0.2396914	0.0441319	0.0377732	0.015873	0.0751725	0.0418292	0.031405	0.0674266	0.0246785	0.00634963	0.00373013	0.11126	0.0837455	0.00468536	0.00691712	0.0047532	0.0221898	0.0221356	0.0404692	0.0287609	0.0114963	0.0274018	0.0981425	0.296119	0.0554411	0.105519	0.38039	0.0643883	0.27933	0.198734	0.234522	0.287413	0.000656184	0.0231488	0.176007	0.778238	4.02195	0.7121841
7470	-5217.778	-5245.445	27.66695	0.2029993	0.0484752	0.0263142	0.0238102	0.0706957	0.0621967	0.0356988	0.0568412	0.0234166	0.0156115	0.00592141	0.153091	0.0780909	0.0140428	0.00734436	0.00361233	0.00727895	0.0220299	0.0517162	0.0232378	0.0114963	0.0199493	0.113837	0.290289	0.056378	0.091268	0.377303	0.0709252	0.261927	0.203332	0.240031	0.294711	0.000195919	0.0117547	0.12301	0.675148	4.18989	0.7608713
7480	-5218.684	-5246.57	27.88551	0.25828	0.0336713	0.0454015	0.0225034	0.0774235	0.0470788	0.039261	0.0774073	0.0287051	0.00604244	0.00529911	0.134762	0.0711601	0.0188234	0.000103873	0.00489313	0.0198181	0.0139136	0.0423422	0.0203757	0.00391994	0.0261093	0.110466	0.246759	0.0426292	0.114011	0.415825	0.0703107	0.258027	0.210003	0.242093	0.289877	0.00106143	0.0302696	0.202552	0.821864	3.94425	0.7390148
7490	-5219.202	-5247.088	27.88563	0.2003636	0.027604	0.0332733	0.0251257	0.0561005	0.0490839	0.0385179	0.0866554	0.0249934	0.00855057	0.00231043	0.132005	0.0938186	0.0106934	0.00241885	0.00779417	0.0221071	0.00996132	0.0297236	0.0317818	0.015984	0.0305007	0.115546	0.255228	0.0368202	0.0971204	0.424135	0.0711495	0.261867	0.181762	0.226202	0.330169	0.00017658	0.0110872	0.119242	0.666758	4.20274	0.7390033
7500	-5218.994	-5246.876	27.88181	0.1838628	0.039262	0.0488687	0.0138192	0.0851922	0.0429376	0.0464996	0.0761856	0.025133	0.0138747	0.00182349	0.0966152	0.0791424	0.00945785	0.00570388	0.00941652	0.0086535	0.0191088	0.051457	0.0317818	0.0113648	0.0230874	0.120022	0.286043	0.0422151	0.0985903	0.396458	0.0566722	0.285742	0.189687	0.238653	0.285918	8.60768e-05	0.00739613	0.0960592	0.610883	4.28558	0.7393853
7510	-5210.105	-5238.449	28.34359	0.1994721	0.0252829	0.033096	0.022919	0.059725	0.0459899	0.0430856	0.0657226	0.0254571	0.00985397	0.00724202	0.113007	0.0829791	0.00464084	0.00496588	0.00473112	0.00610876	0.0132796	0.058218	0.0217144	0.00874	0.036449	0.10667	0.257964	0.045778	0.0994959	0.415812	0.0742797	0.277269	0.199934	0.235676	0.28712	0.000170375	0.0108663	0.117971	0.663888	4.2071	0.6932075
7520	-5214.885	-5242.441	27.55634	0.1936705	0.0382983	0.0417347	0.0246611	0.0758551	0.0426694	0.0416668	0.0661452	0.0276706	0.0052285	0.00214016	0.137471	0.0796974	0.0113238	0.00331451	0.0091086	0.0203588	0.0240167	0.0370737	0.0323945	0.0152792	0.0358244	0.118373	0.268385	0.0555324	0.0819892	0.420415	0.0553048	0.270582	0.185523	0.246161	0.297734	0.000133904	0.00948817	0.109743	0.644801	4.23583	0.7719321
7530	-5215.231	-5243.208	27.97606	0.1891674	0.0332632	0.024008	0.0305644	0.0616356	0.0526663	0.0374605	0.0647804	0.0326839	0.00863903	0.00241172	0.126868	0.0723387	0.0215956	0.000631144	0.00828136	0.0116028	0.0263334	0.0464871	0.0223981	0.0062492	0.0390612	0.086995	0.28012	0.0407924	0.114009	0.385581	0.092503	0.287062	0.195736	0.21122	0.305981	0.000109941	0.00849046	0.10342	0.62949	4.25849	0.72996
7540	-5214.466	-5242.538	28.07228	0.2067763	0.0378429	0.033327	0.0214207	0.070194	0.0628742	0.0441778	0.0793485	0.0332915	0.00978195	0.00589726	0.091803	0.0711926	0.0132064	0.00382314	0.00628659	0.00753914	0.0184837	0.0429362	0.0287458	0.013263	0.0249028	0.0951976	0.265453	0.0425487	0.106262	0.413033	0.0775058	0.291238	0.181209	0.227036	0.300517	0.00022633	0.012748	0.12843	0.686926	4.17167	0.7203383
7550	-5218.014	-5245.918	27.90466	0.2135924	0.0255378	0.052853	0.0173854	0.0691911	0.0548196	0.0432377	0.0692112	0.0229394	0.0115422	0.00356459	0.129393	0.0709346	0.0142479	0.00264447	0.00494776	0.0188948	0.0150625	0.0313467	0.0298627	0.018984	0.0304994	0.126301	0.324005	0.0372202	0.0823145	0.367031	0.063129	0.263966	0.184545	0.230782	0.320706	0.000289872	0.0146488	0.138257	0.707465	4.13934	0.7370998
7560	-5212.43	-5240.67	28.23947	0.1995795	0.0345277	0.0309792	0.0221798	0.0598728	0.038763	0.0354133	0.0546592	0.0224658	0.0096763	0.00381883	0.129911	0.0749728	0.0174386	0.00714912	0.00679622	0.013434	0.0148655	0.0411635	0.0298627	0.0191933	0.036476	0.113943	0.330602	0.0543992	0.0954077	0.342325	0.0633237	0.268627	0.199549	0.216491	0.315333	0.000171114	0.0108927	0.118124	0.664234	4.20658	0.703619
7570	-5212.853	-5240.99	28.13657	0.1827763	0.0394963	0.0284641	0.0231079	0.0649348	0.0469005	0.0571652	0.0714229	0.0224658	0.00697303	0.00712796	0.123245	0.0733292	0.00635949	0.000100726	0.00768151	0.0114677	0.00788813	0.0486253	0.0271472	0.014722	0.025284	0.125122	0.292518	0.0525177	0.0827014	0.384668	0.062473	0.262624	0.185661	0.260099	0.291615	8.1725e-05	0.00718279	0.0945646	0.606994	4.29118	0.7139089
7580	-5214.903	-5242.779	27.87632	0.226169	0.0367829	0.0393937	0.0204068	0.0638563	0.051362	0.0497017	0.0565533	0.0285773	0.0137856	0.00145435	0.121727	0.0885571	0.0169266	0.000851401	0.00640968	0.0187591	0.0235771	0.0409105	0.0245978	0.00951019	0.0262339	0.110919	0.256049	0.0256384	0.108422	0.43896	0.0600119	0.268039	0.192576	0.24608	0.293304	0.000439989	0.0185109	0.156465	0.743062	4.08152	0.7399339
7590	-5210.299	-5238.534	28.23585	0.2043489	0.0369319	0.0293336	0.0180061	0.0631318	0.042024	0.0460369	0.0680196	0.0290242	0.0180512	0.00390279	0.124733	0.0764503	0.0150062	0.000189253	0.0086897	0.00759803	0.011788	0.0409105	0.0301138	0.00681135	0.0272283	0.103261	0.263092	0.0378802	0.131394	0.404058	0.0603154	0.27309	0.185341	0.229743	0.311825	0.000206412	0.0121046	0.124944	0.67939	4.18336	0.7039807
7600	-5216.175	-5244.068	27.89291	0.2285593	0.0267465	0.026555	0.0289367	0.0747633	0.0419072	0.0416262	0.0689476	0.0265661	0.0120344	0.00497243	0.147942	0.0764503	0.0183642	0.00635384	0.00832857	0.00795548	0.0190774	0.0413305	0.0293475	0.00115771	0.0289129	0.125089	0.264725	0.0480407	0.0886751	0.406566	0.0669043	0.283957	0.189734	0.246064	0.280245	0.000473833	0.0192952	0.159926	0.749506	4.0708	0.7382754
7610	-5218.264	-5245.522	27.25832	0.193663	0.0303944	0.0333183	0.0251156	0.0691155	0.0527325	0.0340708	0.0775219	0.0265661	0.0124531	0.00558965	0.140963	0.0803082	0.0103728	0.00312118	0.00546883	0.0161794	0.0313918	0.0532787	0.048239	0.00247287	0.0430604	0.117255	0.31888	0.0340362	0.0847801	0.369593	0.075455	0.268422	0.19639	0.232265	0.302924	0.000133861	0.00948646	0.109733	0.644776	4.23587	0.8017344
7620	-5214.413	-5242.207	27.79326	0.2093521	0.0314778	0.0317842	0.0209131	0.0699125	0.0535043	0.0238305	0.0795852	0.025013	0.0146214	0.00508203	0.130349	0.0881849	0.0171348	0.0003384	0.0131048	0.0115837	0.00950438	0.0342711	0.0308321	0.0113531	0.0458599	0.130962	0.279401	0.0400693	0.0947762	0.395111	0.0596808	0.276328	0.192526	0.247511	0.283635	0.000248988	0.0134501	0.132137	0.694794	4.15937	0.7482402
7630	-5215.701	-5243.622	27.92111	0.2242936	0.0296399	0.0422123	0.0377113	0.0690487	0.0480584	0.0446133	0.0578758	0.02417	0.0082892	0.00605042	0.114253	0.0789084	0.0163393	0.0072336	0.00622414	0.0088283	0.012053	0.0473314	0.0336053	0.0113237	0.0316854	0.0943116	0.260448	0.0478759	0.105801	0.421082	0.0704815	0.285047	0.203646	0.21055	0.300757	0.000414677	0.0179066	0.153748	0.737936	4.08999	0.7354549
7640	-5218.589	-5246.957	28.36851	0.2051294	0.0274293	0.0240043	0.0204132	0.0637813	0.0363812	0.0327998	0.0563067	0.0232705	0.0110982	0.00277171	0.120245	0.0691947	0.0133554	0.00102377	0.0114924	0.0123612	0.012053	0.0508189	0.0431874	0.0130874	0.04564	0.124029	0.334272	0.0514637	0.0570739	0.365954	0.067207	0.273565	0.205021	0.227638	0.293776	0.000212668	0.0123095	0.126064	0.681826	4.17959	0.6907149
7650	-5217.461	-5245.002	27.54059	0.1920707	0.034874	0.0306812	0.0239104	0.0819883	0.0438927	0.0369693	0.0996373	0.0224607	0.0101485	0.00688927	0.114859	0.0878243	0.00583261	0.00299456	0.00699441	0.0253308	0.012053	0.0516779	0.0391636	0.00740377	0.027921	0.140875	0.255005	0.054756	0.0710782	0.400053	0.0782331	0.281392	0.195241	0.242094	0.281273	0.000124977	0.00912649	0.10749	0.639412	4.24385	0.7735069
7660	-5221.181	-5247.984	26.80307	0.2046282	0.0467077	0.0276754	0.0233425	0.0707289	0.0524034	0.0464414	0.0905271	0.0289402	0.0162015	0.00374511	0.124666	0.12316	0.0140222	0.00438133	0.00389863	0.0153604	0.0166195	0.0408594	0.0371713	0.0120669	0.04834	0.124322	0.273771	0.0598092	0.089445	0.396119	0.0565331	0.269025	0.192472	0.252213	0.28629	0.000208635	0.0121777	0.125344	0.680263	4.18201	0.8472586
7670	-5227.378	-5254.751	27.37295	0.2242866	0.031209	0.0380421	0.0215663	0.0794569	0.041237	0.0355219	0.0724797	0.0296999	0.0110146	0.00320912	0.150762	0.0987637	0.0175057	0.00438133	0.00950767	0.0176165	0.0301233	0.0498292	0.0237751	0.00134142	0.0232291	0.144617	0.290186	0.0374697	0.0717101	0.369849	0.086169	0.273337	0.185803	0.24998	0.29088	0.000414585	0.0179044	0.153738	0.737917	4.09003	0.7902713
7680	-5222.144	-5248.764	26.61947	0.2085023	0.038022	0.0355201	0.0235283	0.092314	0.0583732	0.0495751	0.0852017	0.0170104	0.0118616	0.00280944	0.137627	0.102482	0.0149202	0.00395204	0.0109984	0.0210309	0.0211972	0.0479408	0.0567525	0.00457577	0.0299263	0.105913	0.318697	0.0297363	0.0831457	0.388281	0.0742263	0.277765	0.188842	0.254516	0.278877	0.000241336	0.0132162	0.130913	0.692213	4.16342	0.8656187
7690	-5216.307	-5243.956	27.64877	0.2111527	0.0256856	0.0298215	0.0283244	0.0943115	0.0399987	0.0399127	0.0793606	0.0179949	0.0110642	0.0068811	0.135423	0.0759439	0.0253904	0.00242755	0.00887202	0.0172482	0.0184886	0.0383302	0.0321481	0.00594081	0.0291204	0.100048	0.290394	0.0481225	0.0938813	0.388707	0.0788475	0.268533	0.207103	0.221729	0.302634	0.000265791	0.0139526	0.134734	0.700217	4.15083	0.7626889
7700	-5216.685	-5245.119	28.43486	0.1843875	0.0391369	0.0182678	0.0282469	0.059732	0.0452689	0.0438529	0.0529741	0.0351007	0.00890957	0.00227915	0.116407	0.0761097	0.021963	0.00335095	0.00912974	0.0132672	0.0184886	0.0299521	0.0257904	0.0100668	0.0257853	0.125658	0.310476	0.041212	0.114484	0.341728	0.0664416	0.271854	0.194719	0.236581	0.296846	8.8241e-05	0.00750046	0.0967826	0.612751	4.28288	0.6840797
7710	-5209.119	-5237.095	27.97613	0.2045411	0.0390322	0.035994	0.0192023	0.0776991	0.037115	0.0392366	0.0753603	0.0303919	0.00881766	0.00404915	0.112445	0.0762757	0.0148112	0.00786537	0.00150514	0.0130628	0.0218095	0.040432	0.0338083	0.0142081	0.0268318	0.129567	0.286268	0.0420605	0.0910906	0.393033	0.0579813	0.257947	0.192189	0.253562	0.296303	0.00020794	0.0121549	0.12522	0.679991	4.18243	0.7299527
7720	-5215.09	-5243.246	28.15617	0.217319	0.0299932	0.0387455	0.0185908	0.0744069	0.035841	0.0379483	0.0765971	0.0213891	0.00564318	0.00275086	0.101753	0.0917854	0.0113768	0.00326218	0.0036814	0.00829787	0.0239174	0.0620051	0.0205062	0.00758944	0.0358683	0.127134	0.25596	0.042454	0.116223	0.393664	0.0645646	0.269652	0.195377	0.247696	0.287276	0.000329688	0.015746	0.143647	0.718317	4.12196	0.7119491
7730	-5221.342	-5247.837	26.49548	0.2020399	0.0334873	0.0488	0.0290182	0.0785157	0.0679616	0.046271	0.081201	0.0361811	0.00795762	0.00290365	0.141395	0.0977467	0.0273417	0.00212782	0.00554489	0.0184176	0.0096524	0.0455791	0.0220824	0.0113044	0.0645288	0.10425	0.255364	0.0523967	0.0856722	0.416387	0.085929	0.28876	0.200297	0.225902	0.285042	0.000188705	0.0115092	0.121637	0.672111	4.19455	0.8780178
7740	-5213.078	-5241.103	28.02493	0.2034365	0.0334873	0.0398805	0.0256033	0.0659503	0.0486753	0.0339875	0.0636779	0.0231751	0.00841164	0.00920562	0.11656	0.0980926	0.0157379	0.00114554	0.00668393	0.0177887	0.00934027	0.0382533	0.0176155	0.00586454	0.0459369	0.127487	0.305376	0.0497047	0.100973	0.356476	0.0599836	0.280288	0.196301	0.236352	0.28706	0.000199273	0.0118674	0.123636	0.676526	4.18777	0.7250734
7750	-5219.434	-5247.31	27.87643	0.1977414	0.0418469	0.0468952	0.0216278	0.0583978	0.040748	0.0415328	0.0718582	0.0288212	0.0104365	0.00781613	0.118813	0.0732954	0.0109427	0.0127102	0.00229804	0.019387	0.0120008	0.0450667	0.0329791	0.0142525	0.0281975	0.105501	0.357803	0.0542713	0.0817895	0.344557	0.0560777	0.273815	0.18933	0.249356	0.287499	0.000158797	0.0104443	0.115508	0.658268	4.21562	0.7399232
7760	-5219.885	-5247.199	27.31474	0.1977796	0.0388369	0.0334074	0.0226144	0.0598123	0.0587393	0.0473753	0.095103	0.0294107	0.0126352	0.00636989	0.131887	0.0773564	0.0267593	0.0082104	0.00454078	0.00969236	0.0119447	0.059824	0.0276383	0.0118461	0.0220886	0.121547	0.341129	0.0389697	0.0829456	0.333008	0.082401	0.284791	0.204681	0.230018	0.28051	0.000159046	0.0104535	0.115563	0.658393	4.21543	0.7960922
7770	-5214.138	-5242.024	27.88558	0.2284496	0.0383223	0.0412509	0.0175661	0.0753041	0.0521651	0.037324	0.0598142	0.0208291	0.00986942	0.00497458	0.132287	0.0858392	0.0113884	0.00119683	0.0070974	0.0118623	0.0140905	0.0423777	0.0392637	0.0125596	0.0236256	0.0984661	0.33993	0.0336008	0.0960267	0.364018	0.0679579	0.276921	0.190851	0.240476	0.291752	0.00047224	0.0192589	0.159768	0.749212	4.07129	0.7390079
7780	-5216.565	-5243.96	27.39553	0.2099866	0.03731	0.0272439	0.0296425	0.0624711	0.0504643	0.0477559	0.0845189	0.0219358	0.0156764	0.00493581	0.134604	0.0878575	0.0204068	0.0106717	0.00478878	0.018166	0.0132748	0.0482615	0.0137922	0.0175839	0.0366518	0.101621	0.325261	0.0400434	0.0865956	0.386497	0.0599822	0.272515	0.191929	0.242297	0.293259	0.000254817	0.0136261	0.133052	0.696712	4.15635	0.7880131
7790	-5218.277	-5246.631	28.3542	0.1934888	0.0383243	0.022713	0.023127	0.0631552	0.0449921	0.04487	0.0596831	0.0310879	0.00441144	0.00617644	0.112702	0.0744019	0.0135215	0.0065612	0.00677747	0.0119988	0.00943573	0.0312527	0.030046	0.0232475	0.0336603	0.14045	0.309448	0.0416797	0.103776	0.348804	0.0558418	0.279807	0.197103	0.233498	0.289592	0.000132866	0.00944669	0.109487	0.644192	4.23674	0.6921459
7800	-5214.427	-5242.184	27.75688	0.2315429	0.0330183	0.0335626	0.020356	0.0673413	0.059684	0.0323915	0.0532801	0.0351121	0.0188657	0.00296805	0.13248	0.083893	0.0118596	0.00649058	0.0033486	0.0141036	0.0144261	0.049666	0.0263205	0.0127774	0.0399329	0.118672	0.315233	0.044783	0.102861	0.334965	0.0834857	0.258769	0.203711	0.227942	0.309578	0.000518633	0.0202959	0.164244	0.75741	4.05753	0.7518779
7810	-5221.575	-5248.538	26.96305	0.2382601	0.0336597	0.0493592	0.0158712	0.0695635	0.0410758	0.0473941	0.0977817	0.022029	0.0138797	0.00263626	0.137805	0.0965267	0.014362	0.00649058	0.00690257	0.00804509	0.0163046	0.056776	0.0375937	0.00602711	0.0511768	0.108649	0.298	0.0427658	0.0752938	0.412328	0.0629636	0.267761	0.212139	0.219665	0.300436	0.000630358	0.0226352	0.173945	0.774658	4.02813	0.8312606
7820	-5212.99	-5240.988	27.99793	0.2346551	0.0364854	0.037991	0.0256948	0.0664223	0.0463289	0.0262344	0.0648579	0.0278099	0.0148837	0.00792768	0.123747	0.0847058	0.0118054	0.00587432	0.00221779	0.0107508	0.0153158	0.0512904	0.0310965	0.00715197	0.0291812	0.123726	0.288169	0.0413551	0.104307	0.379289	0.063154	0.244741	0.189253	0.245353	0.320653	0.000568487	0.0213651	0.168743	0.765494	4.04383	0.7277728
7830	-5216.368	-5243.568	27.19996	0.1943446	0.0303014	0.0362294	0.0207343	0.0766274	0.0598378	0.0373286	0.0827805	0.0299249	0.014904	0.00487051	0.164808	0.0747211	0.0264018	0.00458755	0.000605591	0.0148657	0.0208138	0.0431289	0.0185716	0.0170276	0.0284994	0.128084	0.282766	0.0303474	0.0858585	0.410047	0.0628976	0.270059	0.187113	0.223408	0.319419	0.000137807	0.00964296	0.110695	0.647055	4.23247	0.8075699
7840	-5217.899	-5244.682	26.78348	0.1866728	0.0491752	0.0473745	0.0247697	0.0887354	0.0588574	0.0461007	0.0683576	0.0343418	0.012824	0.00630052	0.142132	0.0954083	0.012663	0.00458755	0.000899628	0.0123484	0.00729287	0.0523599	0.0376188	0.00739416	0.0396768	0.106556	0.309161	0.0241764	0.0933633	0.409596	0.0571475	0.27159	0.20675	0.227478	0.294182	9.81602e-05	0.00796491	0.0999458	0.620817	4.27117	0.8492177
7850	-5214.021	-5241.445	27.42369	0.2358978	0.0438104	0.0327906	0.0254949	0.0739424	0.0484898	0.0459045	0.0732318	0.0447308	0.00802261	0.00778027	0.130606	0.0841288	0.0156111	0.00655545	0.000422618	0.0118187	0.0210569	0.0354402	0.0237346	0.0133489	0.0382755	0.147821	0.283113	0.0347185	0.0759005	0.386008	0.0724393	0.276423	0.187046	0.241913	0.294617	0.000589308	0.0217991	0.170537	0.768677	4.0384	0.7851967
7860	-5214.644	-5243.254	28.60994	0.2032616	0.031531	0.0390221	0.0136053	0.0557283	0.0413932	0.0393136	0.0724559	0.027895	0.0107753	0.00408242	0.0871383	0.0766903	0.0281794	0.0136242	0.00120127	0.0153589	0.00965986	0.039219	0.0168083	0.00235449	0.0405359	0.124382	0.292918	0.0406243	0.100494	0.365613	0.0759694	0.268842	0.197203	0.229092	0.304862	0.000197926	0.0118222	0.123386	0.675976	4.18862	0.6665721
7870	-5218.189	-5245.526	27.33676	0.1912538	0.0273318	0.0368908	0.0208744	0.0790166	0.0393073	0.0431807	0.0782614	0.040527	0.0166013	0.00462894	0.139017	0.0914419	0.0197404	0.0136242	0.000251705	0.00769786	0.0224815	0.0564836	0.0239394	0.00271571	0.0298768	0.129148	0.304794	0.0427715	0.112183	0.340507	0.0705967	0.283591	0.184536	0.230566	0.301307	0.000120597	0.00894488	0.106342	0.636639	4.24795	0.7938904
7880	-5213.497	-5241.473	27.97585	0.2087056	0.0399244	0.0336459	0.0232703	0.0653659	0.0608271	0.0451617	0.060634	0.0315859	0.00652964	0.00699166	0.118502	0.0691231	0.0264613	0.00509636	0.000294835	0.0133135	0.0219401	0.0416557	0.0195247	0.0145106	0.0256217	0.149613	0.287046	0.0381427	0.0914797	0.37122	0.0624981	0.252451	0.186684	0.243198	0.317667	0.00024315	0.013272	0.131206	0.692831	4.16245	0.7299807
7890	-5216.585	-5244.669	28.08347	0.190634	0.0357029	0.0351517	0.0219883	0.0892931	0.0451084	0.0394196	0.0867172	0.0175562	0.0045098	0.00829579	0.10665	0.068296	0.0131583	0.00517055	0.00621163	0.0094892	0.0177998	0.0516901	0.0247659	0.00797829	0.0242657	0.102323	0.299976	0.0540738	0.0829673	0.371699	0.0889605	0.262549	0.204707	0.245626	0.287119	0.000117353	0.00880848	0.105473	0.634525	4.25108	0.7192186
7900	-5214.502	-5242.497	27.99512	0.2111368	0.0333302	0.0399716	0.0207737	0.057216	0.0511608	0.0361233	0.0611974	0.0260095	0.00524316	0.00473719	0.111409	0.0863919	0.0119214	0.0140765	0.00783864	0.0134295	0.0169432	0.0438933	0.0414909	0.0140899	0.0308068	0.119647	0.263571	0.056153	0.0915344	0.412939	0.0561546	0.266457	0.191648	0.247113	0.294782	0.000265639	0.0139481	0.134711	0.700169	4.15091	0.728054
7910	-5215.241	-5243.275	28.03336	0.2406544	0.0429584	0.03829	0.0190598	0.0746747	0.0490198	0.0404915	0.0561801	0.0335129	0.0160567	0.00311043	0.0945071	0.0721475	0.0178206	0.0102618	0.00469622	0.00534594	0.0180922	0.0428072	0.0303348	0.0172667	0.0375956	0.120517	0.261363	0.0495982	0.0904225	0.418846	0.059253	0.264476	0.183645	0.258241	0.293638	0.000673971	0.0234972	0.177394	0.780628	4.01781	0.7242299
7920	-5209.774	-5237.638	27.86364	0.2280453	0.0324853	0.0301096	0.0265911	0.0746179	0.03942	0.0432898	0.0624204	0.0292219	0.0113543	0.00486634	0.144605	0.0701571	0.0107884	0.00939549	0.00593829	0.00958452	0.00862506	0.0465079	0.0437799	0.00937991	0.028064	0.123612	0.272178	0.0340269	0.100097	0.401885	0.0682016	0.276838	0.186577	0.234541	0.302044	0.000466404	0.0191252	0.159182	0.748128	4.0731	0.7412019
7930	-5215.201	-5242.97	27.76852	0.1917504	0.0407971	0.042074	0.0131759	0.0686616	0.0439141	0.0463734	0.0800426	0.0359573	0.0106046	0.00168135	0.114306	0.0852653	0.0192242	0.00445676	0.00333345	0.0167143	0.0187516	0.0431521	0.0233116	0.00255502	0.0363619	0.0982074	0.219001	0.0448657	0.103655	0.47126	0.0630111	0.280606	0.194017	0.243129	0.282247	0.000123246	0.00905505	0.10704	0.638326	4.24546	0.750714
7940	-5222.403	-5249.058	26.65465	0.2022849	0.0443523	0.0334181	0.0253439	0.076196	0.0534493	0.041792	0.066585	0.0324555	0.0108545	0.0031211	0.136551	0.112531	0.0271435	0.00613573	0.00584774	0.0181748	0.0101723	0.0578676	0.0355864	0.0239279	0.0405948	0.0877327	0.259364	0.0351518	0.101016	0.442416	0.0743197	0.283749	0.199506	0.231032	0.285713	0.000190528	0.0115717	0.121988	0.672888	4.19336	0.8621008
7950	-5212.821	-5240.787	27.96537	0.192467	0.0387183	0.0351546	0.0225983	0.0606646	0.0462151	0.0482629	0.065591	0.0278163	0.0117937	0.00165979	0.129172	0.075359	0.0110838	0.00722758	0.000973726	0.0135031	0.0151744	0.0268784	0.0400614	0.0148888	0.0382323	0.122512	0.303791	0.0393654	0.106628	0.344234	0.0834686	0.270071	0.20769	0.215351	0.306888	0.000127145	0.00921536	0.108048	0.640752	4.24186	0.7310291
7960	-5207.537	-5235.571	28.0335	0.2074984	0.0347502	0.0305329	0.0251677	0.0661962	0.0505645	0.041528	0.0604866	0.0235477	0.0156213	0.00343367	0.129172	0.077006	0.00933202	0.0116104	0.000595163	0.0177687	0.0138674	0.0443952	0.0216708	0.0114857	0.0354836	0.103868	0.271906	0.0432837	0.112572	0.396238	0.0721321	0.284602	0.182902	0.241633	0.290863	0.000232521	0.0129428	0.129468	0.689145	4.16821	0.7242158
7970	-5214.547	-5241.661	27.11352	0.2065305	0.0493659	0.0333829	0.0210687	0.0685702	0.0498574	0.0369506	0.0893047	0.0337121	0.0134466	0.00480076	0.129578	0.0800701	0.0221976	0.00768199	0.000299658	0.00717457	0.0142357	0.0692338	0.0287383	0.0154115	0.0411331	0.125106	0.302062	0.0390129	0.105323	0.366545	0.0619504	0.277959	0.193201	0.233809	0.295031	0.000224251	0.012682	0.128076	0.686168	4.17285	0.8162137
7980	-5217.781	-5246.046	28.2655	0.223239	0.0323856	0.0389175	0.0240637	0.0590301	0.0514274	0.0341003	0.0801027	0.0287322	0.0111299	0.00329484	0.0925226	0.0656918	0.0193923	0.0075022	5.00094e-05	0.00866436	0.00934335	0.0462024	0.0416169	0.0128879	0.0339575	0.160725	0.257233	0.0425577	0.107308	0.372641	0.0595353	0.248113	0.193154	0.261246	0.297487	0.000400912	0.0175711	0.15222	0.735026	4.09478	0.7010157
7990	-5215.432	-5243.638	28.20636	0.2064761	0.039485	0.0377007	0.0302381	0.0602518	0.0574511	0.0400973	0.0717042	0.0217193	0.00919357	0.00105813	0.107455	0.0741063	0.0207288	0.0075022	1.73355e-05	0.00890776	0.00866951	0.0392667	0.0165163	0.0150813	0.0397803	0.148931	0.2745	0.0412978	0.0817509	0.398429	0.0550913	0.261164	0.171804	0.252419	0.314613	0.000223793	0.0126675	0.127998	0.686	4.17311	0.7069305
8000	-5211.701	-5239.452	27.75105	0.2143772	0.0407479	0.0361044	0.0273674	0.0818179	0.0435485	0.0375617	0.0588154	0.0214788	0.0126465	0.000708214	0.133527	0.0935561	0.00822631	0.0025205	8.90172e-05	0.0183119	0.0123868	0.0423861	0.0322232	0.0109687	0.0374681	0.130934	0.271255	0.0422567	0.0939303	0.394435	0.0671894	0.266131	0.191573	0.257259	0.285036	0.000297947	0.0148765	0.139391	0.709772	4.13566	0.7524606
8010	-5222.792	-5249.876	27.08461	0.1906474	0.0403517	0.0381345	0.0258102	0.0660301	0.0586912	0.0389685	0.0940436	0.0203285	0.0166375	0.00950882	0.148103	0.0713899	0.0103261	0.00417113	0.00773197	0.00996742	0.0302111	0.0358789	0.0375434	0.0168774	0.0384002	0.0974174	0.23996	0.0474351	0.0990646	0.434112	0.0820104	0.281534	0.211858	0.236907	0.269701	0.000117422	0.00881141	0.105492	0.634571	4.25101	0.819105
8020	-5220.304	-5247.773	27.46886	0.2276672	0.0363309	0.0453266	0.0178587	0.0646326	0.0594795	0.0446057	0.0831131	0.023428	0.00798284	0.00252529	0.128684	0.0847322	0.0182579	0.0123261	0.000650047	0.0177366	0.02468	0.0536254	0.0207785	0.00944157	0.0244842	0.128545	0.228715	0.0553308	0.106113	0.410268	0.0710282	0.269869	0.195153	0.243006	0.291972	0.000460991	0.0190007	0.158635	0.747112	4.07479	0.7806798
8030	-5213.736	-5241.33	27.59409	0.2093049	0.0462398	0.0491375	0.0157935	0.0722195	0.0380746	0.0458556	0.0725299	0.0227814	0.0154152	0.00417247	0.128551	0.0874515	0.0126051	0.0123261	0.00197234	0.0147067	0.0188477	0.0536254	0.0261226	0.00260179	0.0271278	0.104597	0.293385	0.0464311	0.0911088	0.383568	0.0809103	0.269309	0.191492	0.248677	0.290522	0.000248558	0.013437	0.132069	0.694651	4.15959	0.768157
