Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
18170	0.3152728	0.0551374	0.0691151	0.0800537	0.0705403	0.0620469	0.0651535	0.0665535	0.0557416	0.1111713	0.0112910	0.0068933	0.0048898	-255122.978
18175	0.3691518	0.0683091	0.0780730	0.0602876	0.0602447	0.0529910	0.0561088	0.0568398	0.0098079	0.0490197	0.0133625	0.0125280	0.0048898	-255124.249
18180	0.3145696	0.0598752	0.0652562	0.0742639	0.0770163	0.0529346	0.0671290	0.0680035	0.0155127	0.0490197	0.0179074	0.0122185	0.0018920	-255128.055
18185	0.3383427	0.0614866	0.0739980	0.0654906	0.0937441	0.0542911	0.0652633	0.0599698	0.0176136	0.1657418	0.0072741	0.0335264	0.0032584	-255116.322
18190	0.3114485	0.0559471	0.0669876	0.0695408	0.0697176	0.0602032	0.0641661	0.0636786	0.0144169	0.2425684	0.0117940	0.0320263	0.0214907	-255117.020
18195	0.3625753	0.0637795	0.0781487	0.0682324	0.0645041	0.0546486	0.0550020	0.0595325	0.0658606	0.0819301	0.0278339	0.0137925	0.0337208	-255122.532
18200	0.3131897	0.0541349	0.0683648	0.0692655	0.0861332	0.0672842	0.0728203	0.0618429	0.0251497	0.0594538	0.0295779	0.0098562	0.0396098	-255124.591
18205	0.3230722	0.0518795	0.0674931	0.0798148	0.1157545	0.0697698	0.0683800	0.0579646	0.0251497	0.0424276	0.0129102	0.0024463	0.0093853	-255120.186
18210	0.3654685	0.0576537	0.0801137	0.0637694	0.0693270	0.0571275	0.0593597	0.0670960	0.0340320	0.0190795	0.0058452	0.0090757	0.0631859	-255120.865
18215	0.3525037	0.0587707	0.0772717	0.0720631	0.0724644	0.0592286	0.0569023	0.0713928	0.0306178	0.0229107	0.0418296	0.0033943	0.0376860	-255119.958
18220	0.3702757	0.0612336	0.0770064	0.0693392	0.0721317	0.0531239	0.0580907	0.0504193	0.0306178	0.0229107	0.0075618	0.0028618	0.0493776	-255121.495
18225	0.3593121	0.0644539	0.0789908	0.0586692	0.0686333	0.0498537	0.0581377	0.0428072	0.0249331	0.0229107	0.0229188	0.0026722	0.0493776	-255122.585
18230	0.2885552	0.0541818	0.0667585	0.0882172	0.0839569	0.0721160	0.0711179	0.0613719	0.0606451	0.0408320	0.0229188	0.0030830	0.0493776	-255121.676
18235	0.3382664	0.0560961	0.0792107	0.0614242	0.0742250	0.0633934	0.0606569	0.0580469	0.0350186	0.0164845	0.0229188	0.0093651	0.0159552	-255126.897
18240	0.3111903	0.0512962	0.0747193	0.0683773	0.0731319	0.0617721	0.0637441	0.0573460	0.1028329	0.0184504	0.0187770	0.0067543	0.0159552	-255118.375
18245	0.3188904	0.0508249	0.0780536	0.0799516	0.0902148	0.0677033	0.0646809	0.0573460	0.0450118	0.0184504	0.0181112	0.0074234	0.0407512	-255117.910
18250	0.3454924	0.0598913	0.0765233	0.0715085	0.0715532	0.0543268	0.0625508	0.0512902	0.0450118	0.0216677	0.0457759	0.0029943	0.0407512	-255120.146
18255	0.3494969	0.0592649	0.0700064	0.0841331	0.0723094	0.0688684	0.0566252	0.0574894	0.0450118	0.0216677	0.0276545	0.0083647	0.0184888	-255122.546
18260	0.3627608	0.0542077	0.0786916	0.0708943	0.0743366	0.0654154	0.0582126	0.0605561	0.0558088	0.0098243	0.0239416	0.0005450	0.0090133	-255123.322
18265	0.3350413	0.0557567	0.0743088	0.0797107	0.0864772	0.0524688	0.0617930	0.0568518	0.0558088	0.0160344	0.0216455	0.0017044	0.0075798	-255124.428
18270	0.3169063	0.0557566	0.0732646	0.0695801	0.0786280	0.0656879	0.0663679	0.0610609	0.0110064	0.0052100	0.0099969	0.0073161	0.0141920	-255128.951
18275	0.3452941	0.0624026	0.0776558	0.0580056	0.0702539	0.0668806	0.0582689	0.0548642	0.0259595	0.0180587	0.0705552	0.0073161	0.0266085	-255123.949
18280	0.3068214	0.0567337	0.0624993	0.0681813	0.0810566	0.0771645	0.0731893	0.0701057	0.0259595	0.0180587	0.0262995	0.0166779	0.0077883	-255123.272
18285	0.3234681	0.0586420	0.0687798	0.0707504	0.0884523	0.0637769	0.0719495	0.0678243	0.0150604	0.0311157	0.0074606	0.0166779	0.0077883	-255126.993
18290	0.3791290	0.0658534	0.0797513	0.0594272	0.0660958	0.0535698	0.0574520	0.0516323	0.0297175	0.0482912	0.0144273	0.0066412	0.0279447	-255119.142
18295	0.3791290	0.0592321	0.0797513	0.0643038	0.0660958	0.0484235	0.0573905	0.0545512	0.1089915	0.0485591	0.0252775	0.0052609	0.0202833	-255125.044
18300	0.3074267	0.0490258	0.0646684	0.0834868	0.0891556	0.0694781	0.0707759	0.0690227	0.0552618	0.0745898	0.0060985	0.0052609	0.0316992	-255118.781
18305	0.2894462	0.0516719	0.0581251	0.0715058	0.0933433	0.0727415	0.0701304	0.0720911	0.0253482	0.0339139	0.0060985	0.0117766	0.0185399	-255126.614
18310	0.3266627	0.0598881	0.0663896	0.0751586	0.0827088	0.0678869	0.0621435	0.0573613	0.0253482	0.0339139	0.0440215	0.0080855	0.0059485	-255124.927
18315	0.3905998	0.0667211	0.0785172	0.0632051	0.0670554	0.0611166	0.0503892	0.0510817	0.0367190	0.0141107	0.0440215	0.0252124	0.0053828	-255121.645
18320	0.3032782	0.0509352	0.0585938	0.0804487	0.0950081	0.0626022	0.0683378	0.0645420	0.0091934	0.0451496	0.0127694	0.0061476	0.0092597	-255126.912
18325	0.3681546	0.0598719	0.0760590	0.0689135	0.0797974	0.0536259	0.0602200	0.0517319	0.0469194	0.0371904	0.0150845	0.0209777	0.0088499	-255120.499
18330	0.3597468	0.0608266	0.0735386	0.0575233	0.0807804	0.0554069	0.0591158	0.0518330	0.0439717	0.1362153	0.0150845	0.0105583	0.0166038	-255118.138
18335	0.3556289	0.0589253	0.0724145	0.0622820	0.0793981	0.0545676	0.0599783	0.0527190	0.0223187	0.0129566	0.0061270	0.0042813	0.0143539	-255119.979
18340	0.3069554	0.0541617	0.0672334	0.0663094	0.0840559	0.0688555	0.0694890	0.0678264	0.0467960	0.0214672	0.0260882	0.0135037	0.0292477	-255122.979
18345	0.3548875	0.0641936	0.0759636	0.0691765	0.0715426	0.0479113	0.0630955	0.0588452	0.0263916	0.0346111	0.0160092	0.0123297	0.0215341	-255124.473
18350	0.3279742	0.0553487	0.0675637	0.0745775	0.0788301	0.0516520	0.0675510	0.0634396	0.0263916	0.0550042	0.0155126	0.0113814	0.0074976	-255121.550
18355	0.3258327	0.0525747	0.0681492	0.0693060	0.0781528	0.0607412	0.0636434	0.0628945	0.0496965	0.0190684	0.0048226	0.0047091	0.0057000	-255118.864
18360	0.3877226	0.0651146	0.0779493	0.0768846	0.0656777	0.0510454	0.0568016	0.0528550	0.0389493	0.0132696	0.0014311	0.0232354	0.0097426	-255117.120
18365	0.3203952	0.0571162	0.0638462	0.0653309	0.0904225	0.0617720	0.0687378	0.0639619	0.0211313	0.0445760	0.0004167	0.0035844	0.0097426	-255122.719
18370	0.3566356	0.0599437	0.0723182	0.0589392	0.0733794	0.0554949	0.0646010	0.0553579	0.0924148	0.0445760	0.0018161	0.0127495	0.0097426	-255124.166
18375	0.3909634	0.0639486	0.0783652	0.0616193	0.0617668	0.0538666	0.0577532	0.0501233	0.0924148	0.1243243	0.0024651	0.0791411	0.0135471	-255121.967
18380	0.3303789	0.0584491	0.0635471	0.0738384	0.0712198	0.0621599	0.0552538	0.0648822	0.1253716	0.1243243	0.0023421	0.2562322	0.0021961	-255127.172
18385	0.3556594	0.0633694	0.0653559	0.0656219	0.0828720	0.0589464	0.0693380	0.0615279	0.0242318	0.1243243	0.0013789	0.1046043	0.0032538	-255122.655
18390	0.3673076	0.0640040	0.0702854	0.0748797	0.0694443	0.0570770	0.0739629	0.0595767	0.0803601	0.0697863	0.0029341	0.1046043	0.0025432	-255118.928
18395	0.3058108	0.0532598	0.0586026	0.0729514	0.0708387	0.0647763	0.0758987	0.0676131	0.0073921	0.2253999	0.0034696	0.1046043	0.0021746	-255121.934
18400	0.3407163	0.0585948	0.0637179	0.0749705	0.0764549	0.0595760	0.0695818	0.0621851	0.2379441	0.1280263	0.0010098	0.0097990	0.0017574	-255119.407
18405	0.4145440	0.0691475	0.0818291	0.0649752	0.0671998	0.0474118	0.0582975	0.0519284	0.1155420	0.0338109	0.0016255	0.0227555	0.0019395	-255119.846
18410	0.4201582	0.0639847	0.0789181	0.0697141	0.0566510	0.0460386	0.0518089	0.0504244	0.0741228	0.0503301	0.0016255	0.0265288	0.0044835	-255122.962
18415	0.3723166	0.0546007	0.0728338	0.0781426	0.0698572	0.0516047	0.0580726	0.0565208	0.0741228	0.0503301	0.0012634	0.0077364	0.0128156	-255121.337
18420	0.3151227	0.0513725	0.0600821	0.0761468	0.1077640	0.0617333	0.0779247	0.0690517	0.0741228	0.1489942	0.0012634	0.0353654	0.0183244	-255126.320
18425	0.3887285	0.0693978	0.0786715	0.0584583	0.0685525	0.0500441	0.0487953	0.0583765	0.0296419	0.0146523	0.0007120	0.0755333	0.0128690	-255122.943
18430	0.3392126	0.0591132	0.0670126	0.0686289	0.0884699	0.0587508	0.0538832	0.0588142	0.0489519	0.0327416	0.0014967	0.0755333	0.0278031	-255123.357
18435	0.3938032	0.0660908	0.0777937	0.0591179	0.0762092	0.0506087	0.0626502	0.0472470	0.0196576	0.0327416	0.0060185	0.0446039	0.0459283	-255121.429
18440	0.3009080	0.0528952	0.0634391	0.0773686	0.0973967	0.0662325	0.0706319	0.0692482	0.0522860	0.0542402	0.0014672	0.0446039	0.0104749	-255120.956
18445	0.3174604	0.0555875	0.0718324	0.0661804	0.0796496	0.0609502	0.0647031	0.0637253	0.0147538	0.0195833	0.0014624	0.0159811	0.0104749	-255120.530
18450	0.3230047	0.0570373	0.0719064	0.0668676	0.0898906	0.0620007	0.0630041	0.0585379	0.0371105	0.0163596	0.0081810	0.0159811	0.0162587	-255124.368
18455	0.2882879	0.0518288	0.0627228	0.0941416	0.0864275	0.0651460	0.0759229	0.0635611	0.1051219	0.0300551	0.0354893	0.0159811	0.0315334	-255118.036
18460	0.3257672	0.0532839	0.0709380	0.0784315	0.0870755	0.0690777	0.0593764	0.0653374	0.0351380	0.0286419	0.0189385	0.0069853	0.0315334	-255121.008
18465	0.3570885	0.0641554	0.0798864	0.0627818	0.0710407	0.0540398	0.0573314	0.0582548	0.0831735	0.0112087	0.0045265	0.0069853	0.0193487	-255120.269
18470	0.3168531	0.0551678	0.0673993	0.0730098	0.0803306	0.0628436	0.0666714	0.0677453	0.0205376	0.0218445	0.0040626	0.0280240	0.0276532	-255119.232
18475	0.3961621	0.0679654	0.0789119	0.0598720	0.0658754	0.0493823	0.0557358	0.0555548	0.0284610	0.0738340	0.0091931	0.0069591	0.0231730	-255120.709
18480	0.3148481	0.0541721	0.0657685	0.0751166	0.0906701	0.0619561	0.0693294	0.0647285	0.0091869	0.0743634	0.0020027	0.0031463	0.0070523	-255116.153
18485	0.2960467	0.0536928	0.0621105	0.0798871	0.0884101	0.0658908	0.0737323	0.0698970	0.0091869	0.0218572	0.0023143	0.0004658	0.0105695	-255130.611
18490	0.3570334	0.0605460	0.0775359	0.0672230	0.0679239	0.0554455	0.0620440	0.0529664	0.0186039	0.0337516	0.0029489	0.0004658	0.0105695	-255124.710
18495	0.3833142	0.0649189	0.0795572	0.0659406	0.0717439	0.0525051	0.0561357	0.0501575	0.0934015	0.0547354	0.0107742	0.0033091	0.0125063	-255123.503
18500	0.3518578	0.0564261	0.0745478	0.0717077	0.0941992	0.0560334	0.0599078	0.0564807	0.0534047	0.0592814	0.0076913	0.0019080	0.0320888	-255123.029
18505	0.3615836	0.0597671	0.0771730	0.0717077	0.0703919	0.0560334	0.0571410	0.0564807	0.0845388	0.0455889	0.0052676	0.0118361	0.0042887	-255120.256
18510	0.2902032	0.0510112	0.0577838	0.0785485	0.0888655	0.0685479	0.0778766	0.0703258	0.0295783	0.0455889	0.0121964	0.0118361	0.0042887	-255118.621
18515	0.3310270	0.0575449	0.0712593	0.0767966	0.0860644	0.0585660	0.0665064	0.0582818	0.0295783	0.0749751	0.0192081	0.0143183	0.0122605	-255121.235
18520	0.3633190	0.0646081	0.0734787	0.0829197	0.0772256	0.0525512	0.0598648	0.0522963	0.0679077	0.0423997	0.0192081	0.0143183	0.0122605	-255121.295
18525	0.3882330	0.0597545	0.0765218	0.0624555	0.0785620	0.0538018	0.0574841	0.0552804	0.0195708	0.0267951	0.0063448	0.0098995	0.0085829	-255121.640
18530	0.3779450	0.0633993	0.0795876	0.0641556	0.0766352	0.0552664	0.0558694	0.0537452	0.0195708	0.0524444	0.0028675	0.0074300	0.0020416	-255119.063
18535	0.3462397	0.0560772	0.0721710	0.0707486	0.0790958	0.0519787	0.0616109	0.0592684	0.0370166	0.0524444	0.0127133	0.0007767	0.0050573	-255117.277
18540	0.3200086	0.0511525	0.0728747	0.0753758	0.0855793	0.0598828	0.0666611	0.0704120	0.0370166	0.0221175	0.0140884	0.0003466	0.0231620	-255121.169
18545	0.3081866	0.0518312	0.0698993	0.0757630	0.0774548	0.0749572	0.0666611	0.0704120	0.1101226	0.0685878	0.0376530	0.0019471	0.0231620	-255116.284
18550	0.3554930	0.0578614	0.0757770	0.0598668	0.0809534	0.0485220	0.0601042	0.0600030	0.0723087	0.0685878	0.0376530	0.0005438	0.0117253	-255117.078
18555	0.3347509	0.0557498	0.0751892	0.0754310	0.0779429	0.0506118	0.0626929	0.0673862	0.0255646	0.0299696	0.0047835	0.0002427	0.0527849	-255122.796
18560	0.3347509	0.0581328	0.0743306	0.0754310	0.0779429	0.0507962	0.0626929	0.0546901	0.0676483	0.0299696	0.0139425	0.0004337	0.0167438	-255122.137
18565	0.3150981	0.0518237	0.0693424	0.0808573	0.0825682	0.0665162	0.0691718	0.0586243	0.0246549	0.0211682	0.0297121	0.0271317	0.0446734	-255122.521
18570	0.3621391	0.0559675	0.0783725	0.0620700	0.0753669	0.0607148	0.0631388	0.0636915	0.0716778	0.0195998	0.0130885	0.0083764	0.0141365	-255126.747
18575	0.3239036	0.0515349	0.0714771	0.0746718	0.0819543	0.0635812	0.0661196	0.0488780	0.0389967	0.0077129	0.0252820	0.0093341	0.0640647	-255118.595
18580	0.3210223	0.0519803	0.0717293	0.0737212	0.0809110	0.0551605	0.0630887	0.0621851	0.0389967	0.0180641	0.0049799	0.0015586	0.0587702	-255123.229
18585	0.3448676	0.0577033	0.0760139	0.0641865	0.0769132	0.0524351	0.0599716	0.0591126	0.0389967	0.0181679	0.0018478	0.0066510	0.0587702	-255118.699
18590	0.3637533	0.0632864	0.0769263	0.0630662	0.0881681	0.0515199	0.0589249	0.0689469	0.0108530	0.0650557	0.0754549	0.0014188	0.1806101	-255121.469
18595	0.2982830	0.0516054	0.0662778	0.0769048	0.1053791	0.0610518	0.0690048	0.0784953	0.0170305	0.0650557	0.0327222	0.0011960	0.4561193	-255119.128
18600	0.3449667	0.0639321	0.0780409	0.0553043	0.0776633	0.0558792	0.0598035	0.0922098	0.0193631	0.0394960	0.0050460	0.0037219	0.1674696	-255126.064
18605	0.3340027	0.0558291	0.0759440	0.0678233	0.0752338	0.0574220	0.0643647	0.0769074	0.0995841	0.0080667	0.0220276	0.0023736	0.0556456	-255123.723
18610	0.3245948	0.0547963	0.0717919	0.0682645	0.0752338	0.0650252	0.0682310	0.0802361	0.0432278	0.0148102	0.0716994	0.0095150	0.0556456	-255120.007
18615	0.3550427	0.0600699	0.0810054	0.0841801	0.0691710	0.0549740	0.0566781	0.0602368	0.1127909	0.0111837	0.0304278	0.0075551	0.0215592	-255117.861
18620	0.3421255	0.0562189	0.0795987	0.0912381	0.0739094	0.0578879	0.0604175	0.0553308	0.1127909	0.0027987	0.0123411	0.0061920	0.0360467	-255121.395
18625	0.3350749	0.0588247	0.0780210	0.0708760	0.0739094	0.0592472	0.0604175	0.0615233	0.0225621	0.0023931	0.0165518	0.0109635	0.0360467	-255121.335
18630	0.3444083	0.0558484	0.0780210	0.0708760	0.0739094	0.0542701	0.0559901	0.0552551	0.0943033	0.0006652	0.0111061	0.0296525	0.0360467	-255123.539
18635	0.3049760	0.0502610	0.0736807	0.0690993	0.0834656	0.0599002	0.0674497	0.0708568	0.0943033	0.0026495	0.0111061	0.0167503	0.0360467	-255123.255
18640	0.3049760	0.0507136	0.0727004	0.0743091	0.0834656	0.0608307	0.0674497	0.0668082	0.0672560	0.0450887	0.0198599	0.0167503	0.0360467	-255125.529
18645	0.3536257	0.0610941	0.0816967	0.0721386	0.0726561	0.0529525	0.0549445	0.0627286	0.0672560	0.0279657	0.0097472	0.0201728	0.0725238	-255119.478
18650	0.3008172	0.0540925	0.0663309	0.0759677	0.0773040	0.0720808	0.0647855	0.0657258	0.0363840	0.0638284	0.0102930	0.0386885	0.0362745	-255122.230
18655	0.3550551	0.0613373	0.0785687	0.0643629	0.0755407	0.0483023	0.0594548	0.0515211	0.0363840	0.0112486	0.0124199	0.0386885	0.0379218	-255118.469
18660	0.3140993	0.0531622	0.0766112	0.0617116	0.0864102	0.0561898	0.0647511	0.0678005	0.0554775	0.0051463	0.0139234	0.0050686	0.0181272	-255118.605
18665	0.3462664	0.0571503	0.0757467	0.0719886	0.0776858	0.0601069	0.0606828	0.0658532	0.0674347	0.0134014	0.0381706	0.0107431	0.0845282	-255121.838
18670	0.3378610	0.0546147	0.0757467	0.0747428	0.0735685	0.0601069	0.0606828	0.0571478	0.0356331	0.0304945	0.0058108	0.0031578	0.0173459	-255123.565
18675	0.3386194	0.0619230	0.0762594	0.0673206	0.0801951	0.0516537	0.0592529	0.0587096	0.0356331	0.0163438	0.0040224	0.0240077	0.0053754	-255116.716
18680	0.3085849	0.0512433	0.0680460	0.0756061	0.0755138	0.0580110	0.0680802	0.0776091	0.0285340	0.0055485	0.0144037	0.0040317	0.0218472	-255122.956
18685	0.3510666	0.0573247	0.0750522	0.0675853	0.0647259	0.0585644	0.0643459	0.0667961	0.0285340	0.0392471	0.0160415	0.0364596	0.0361916	-255117.356
18690	0.3020205	0.0511514	0.0649468	0.0737069	0.0796871	0.0573034	0.0684582	0.0661913	0.0285340	0.0146994	0.0045870	0.0364596	0.0244482	-255127.536
18695	0.3381914	0.0650497	0.0785715	0.0637736	0.0625058	0.0495808	0.0588686	0.0659885	0.0419000	0.0396553	0.0303202	0.0091146	0.0244482	-255120.575
18700	0.3375810	0.0586968	0.0761292	0.0658195	0.0869614	0.0512509	0.0607571	0.0570399	0.0161037	0.0200104	0.0303202	0.0099689	0.0241670	-255117.852
18705	0.3092137	0.0526920	0.0679077	0.0723341	0.1004772	0.0632823	0.0681129	0.0735110	0.0649512	0.0777696	0.0026112	0.0010269	0.0600588	-255119.457
18710	0.3092137	0.0517620	0.0761207	0.0855634	0.0806586	0.0567952	0.0681129	0.0640409	0.0912884	0.0342952	0.0041833	0.0018933	0.0275217	-255125.596
18715	0.3165836	0.0517620	0.0761207	0.0692727	0.0717795	0.0567952	0.0681129	0.0705799	0.0597879	0.0116447	0.0054795	0.0005963	0.0247583	-255124.495
18720	0.2894385	0.0460382	0.0732725	0.0770992	0.0885921	0.0695032	0.0690141	0.0603584	0.0597879	0.0367211	0.0671520	0.0024606	0.0197750	-255132.449
18725	0.3083871	0.0490992	0.0712189	0.0959327	0.0832145	0.0733698	0.0690141	0.0620443	0.1506132	0.0134120	0.0671520	0.0153558	0.0291096	-255116.840
18730	0.3463474	0.0525837	0.0778558	0.0659521	0.0775163	0.0771955	0.0612148	0.0471144	0.0457082	0.0321513	0.3243319	0.0035752	0.0664492	-255121.650
18735	0.3494287	0.0558617	0.0778558	0.0722111	0.0775163	0.0505483	0.0612148	0.0571149	0.0457082	0.0077243	0.0240204	0.0064362	0.0163154	-255121.810
18740	0.3494287	0.0596484	0.0791266	0.0661193	0.0717220	0.0505483	0.0588169	0.0549960	0.0430179	0.0170959	0.0043107	0.0064362	0.0437112	-255115.942
18745	0.3142266	0.0572019	0.0682837	0.0748667	0.0797569	0.0562111	0.0687539	0.0636443	0.0133306	0.0197828	0.0060281	0.0039019	0.0248415	-255119.104
18750	0.3376540	0.0616344	0.0765738	0.0699559	0.0760081	0.0543932	0.0585774	0.0593433	0.0173502	0.0123603	0.0278099	0.0227767	0.0260869	-255116.788
18755	0.3011763	0.0572839	0.0711687	0.0752688	0.0817807	0.0655536	0.0601204	0.0638503	0.0173502	0.0067877	0.0278099	0.0594358	0.0759745	-255121.109
18760	0.3134288	0.0608271	0.0707563	0.0829373	0.0747323	0.0567526	0.0699966	0.0678870	0.0616547	0.0168251	0.0261393	0.0831501	0.0759745	-255122.540
18765	0.2571418	0.0513382	0.0594618	0.0932927	0.1025465	0.0746325	0.0766306	0.0692731	0.0251310	0.0223389	0.0307828	0.0587485	0.0377982	-255121.464
18770	0.3342075	0.0642941	0.0738652	0.0638276	0.0987149	0.0505309	0.0644828	0.0505876	0.0251310	0.0993653	0.0224937	0.0364888	0.0377982	-255118.747
18775	0.3110719	0.0552449	0.0690551	0.0751320	0.1003871	0.0597329	0.0583745	0.0665280	0.0369331	0.0503991	0.0297022	0.0305622	0.0232710	-255127.057
18780	0.3296795	0.0597912	0.0721785	0.0694192	0.0711736	0.0533650	0.0615863	0.0614694	0.0162843	0.0233737	0.0311425	0.0388250	0.0292685	-255127.969
18785	0.3023275	0.0600634	0.0660818	0.0758237	0.0884821	0.0568713	0.0697960	0.0626932	0.0162843	0.0475533	0.0124791	0.0206985	0.0893999	-255118.885
18790	0.3711326	0.0651453	0.0790802	0.0611066	0.0700266	0.0529461	0.0532030	0.0533355	0.0335173	0.0379303	0.0044019	0.0077326	0.0176594	-255127.583
18795	0.2666841	0.0468113	0.0568245	0.0969612	0.0854960	0.0736828	0.0796607	0.0742247	0.1020522	0.0379303	0.0026908	0.0085373	0.0088743	-255124.625
18800	0.3391087	0.0624401	0.0755301	0.0645261	0.0786112	0.0583020	0.0586416	0.0587308	0.0757381	0.0379303	0.0063266	0.0085373	0.0088743	-255119.588
18805	0.3579587	0.0661360	0.0779598	0.0727169	0.0810481	0.0503384	0.0618790	0.0568922	0.0757381	0.0379303	0.0284370	0.0260259	0.0151532	-255118.643
18810	0.3280814	0.0592079	0.0738287	0.0646420	0.0894425	0.0658763	0.0613550	0.0622386	0.0757381	0.1787346	0.0110226	0.0107438	0.0251479	-255124.722
18815	0.2920868	0.0513379	0.0660085	0.0756894	0.0955569	0.0621373	0.0682537	0.0719824	0.0306461	0.0401508	0.0063888	0.0370724	0.0251479	-255117.100
18820	0.2732241	0.0491904	0.0619930	0.0931223	0.0858991	0.0666559	0.0704122	0.0808911	0.0306461	0.0400487	0.0125979	0.0178734	0.0251479	-255119.661
18825	0.3167528	0.0576190	0.0691448	0.0742524	0.1166812	0.0589627	0.0640917	0.0634599	0.0306461	0.3574250	0.0245382	0.0178734	0.0114885	-255120.463
18830	0.3214016	0.0613437	0.0708840	0.0721109	0.0941952	0.0546518	0.0713858	0.0578730	0.0636421	0.1682965	0.0099643	0.0280976	0.0169688	-255123.084
18835	0.3295497	0.0610122	0.0790780	0.0627002	0.0776478	0.0533624	0.0653365	0.0610280	0.0373937	0.0876872	0.0315845	0.1103081	0.0169688	-255125.301
18840	0.3436224	0.0624188	0.0787932	0.0630209	0.0844110	0.0545684	0.0601591	0.0614973	0.0100854	0.0320875	0.0198278	0.0142812	0.0116981	-255122.167
18845	0.2926828	0.0516920	0.0660561	0.0731074	0.0870467	0.0689133	0.0697875	0.0631854	0.0242893	0.0320875	0.0335423	0.0029282	0.0327982	-255119.396
18850	0.3497114	0.0650671	0.0789270	0.0611855	0.0728517	0.0533268	0.0549517	0.0635653	0.0151367	0.0096577	0.0017057	0.0189641	0.0822840	-255120.150
18855	0.2823731	0.0508877	0.0686734	0.0899050	0.0943403	0.0648261	0.0756355	0.0743118	0.0412291	0.0166542	0.0054102	0.0189641	0.0822840	-255121.951
18860	0.3015991	0.0536088	0.0712887	0.0646009	0.0749761	0.0588600	0.0666240	0.0611059	0.0412291	0.0160138	0.0142615	0.0097721	0.0163813	-255123.773
18865	0.3073900	0.0516319	0.0731048	0.0762575	0.0764448	0.0661941	0.0682554	0.0611059	0.0412291	0.0081423	0.0052104	0.0097721	0.0115486	-255117.649
18870	0.3137724	0.0515059	0.0726092	0.0762575	0.0793740	0.0631813	0.0658773	0.0663968	0.0412291	0.0101250	0.0070920	0.0062748	0.0184171	-255122.313
18875	0.3012396	0.0526496	0.0715273	0.1002598	0.0793740	0.0650939	0.0702607	0.0629864	0.1389833	0.0065500	0.0042331	0.0017952	0.0541450	-255129.099
18880	0.3107330	0.0504210	0.0699226	0.0762011	0.0790272	0.0631051	0.0681141	0.0652118	0.0267618	0.0227522	0.0044357	0.0003195	0.0583775	-255117.777
18885	0.3632208	0.0575172	0.0770468	0.0630486	0.0766172	0.0552439	0.0596289	0.0568064	0.0407422	0.0197826	0.0011396	0.0016918	0.0248111	-255122.313
18890	0.3544242	0.0547357	0.0786071	0.0630486	0.0807441	0.0552439	0.0593619	0.0717114	0.0407422	0.0197826	0.0046507	0.0005168	0.0541183	-255121.547
